Date,Season,home,visitor,FT,hgoal,vgoal,division,tier,totgoal,goaldif,result
1971-02-22,1970,Aldershot,Southport,2-1,2,1,4,4,3,1,H
1971-02-22,1970,Colchester United,Grimsby Town,1-0,1,0,4,4,1,1,H
1971-02-22,1970,Southend United,Chester,1-1,1,1,4,4,2,0,D
1971-02-22,1970,Stockport County,Notts County,1-0,1,0,4,4,1,1,H
1971-02-24,1970,Brentford,Hartlepool United,1-0,1,0,4,4,1,1,H
1971-02-26,1970,Aldershot,Colchester United,0-1,0,1,4,4,1,-1,A
1971-02-26,1970,Newport County,York City,0-3,0,3,4,4,3,-3,A
1971-02-26,1970,Southend United,Cambridge United,1-1,1,1,4,4,2,0,D
1971-02-26,1970,Stockport County,Barrow,2-0,2,0,4,4,2,2,H
1971-02-27,1970,Chester,Peterborough United,2-0,2,0,4,4,2,2,H
1971-02-27,1970,Crewe Alexandra,Oldham Athletic,0-1,0,1,4,4,1,-1,A
1971-02-27,1970,Darlington,Southport,1-1,1,1,4,4,2,0,D
1971-02-27,1970,Exeter City,Brentford,1-0,1,0,4,4,1,1,H
1971-02-27,1970,Grimsby Town,Workington,1-0,1,0,4,4,1,1,H
1971-02-27,1970,Hartlepool United,Northampton Town,2-2,2,2,4,4,4,0,D
1971-02-27,1970,Lincoln City,AFC Bournemouth,1-2,1,2,4,4,3,-1,A
1971-02-27,1970,Notts County,Scunthorpe United,3-0,3,0,4,4,3,3,H
1971-03-01,1970,York City,Cambridge United,3-0,3,0,4,4,3,3,H
1971-03-02,1970,Newport County,Stockport County,3-1,3,1,4,4,4,2,H
1971-03-05,1970,Northampton Town,Darlington,2-0,2,0,4,4,2,2,H
1971-03-05,1970,Southport,Hartlepool United,5-0,5,0,4,4,5,5,H
1971-03-05,1970,York City,Grimsby Town,4-1,4,1,4,4,5,3,H
1971-03-06,1970,AFC Bournemouth,Chester,3-1,3,1,4,4,4,2,H
1971-03-06,1970,Barrow,Aldershot,1-1,1,1,4,4,2,0,D
1971-03-06,1970,Brentford,Southend United,4-2,4,2,4,4,6,2,H
1971-03-06,1970,Cambridge United,Exeter City,2-0,2,0,4,4,2,2,H
1971-03-06,1970,Oldham Athletic,Notts County,1-3,1,3,4,4,4,-2,A
1971-03-06,1970,Peterborough United,Lincoln City,1-1,1,1,4,4,2,0,D
1971-03-06,1970,Scunthorpe United,Crewe Alexandra,1-1,1,1,4,4,2,0,D
1971-03-06,1970,Workington,Newport County,2-1,2,1,4,4,3,1,H
1971-03-08,1970,Barrow,Scunthorpe United,1-2,1,2,4,4,3,-1,A
1971-03-08,1970,Brentford,Crewe Alexandra,3-1,3,1,4,4,4,2,H
1971-03-08,1970,Cambridge United,Chester,1-1,1,1,4,4,2,0,D
1971-03-08,1970,Colchester United,Darlington,2-0,2,0,4,4,2,2,H
1971-03-08,1970,York City,Peterborough United,2-1,2,1,4,4,3,1,H
1971-03-09,1970,Grimsby Town,Lincoln City,1-1,1,1,4,4,2,0,D
1971-03-09,1970,Newport County,Notts County,2-1,2,1,4,4,3,1,H
1971-03-10,1970,Aldershot,Oldham Athletic,1-1,1,1,4,4,2,0,D
1971-03-10,1970,Southend United,Hartlepool United,2-0,2,0,4,4,2,2,H
1971-03-10,1970,Workington,AFC Bournemouth,1-0,1,0,4,4,1,1,H
1971-03-12,1970,Newport County,Cambridge United,2-0,2,0,4,4,2,2,H
1971-03-12,1970,Southend United,Colchester United,1-1,1,1,4,4,2,0,D
1971-03-12,1970,Stockport County,Workington,1-0,1,0,4,4,1,1,H
1971-03-13,1970,Aldershot,York City,0-1,0,1,4,4,1,-1,A
1971-03-13,1970,Chester,Scunthorpe United,2-0,2,0,4,4,2,2,H
1971-03-13,1970,Crewe Alexandra,Northampton Town,3-0,3,0,4,4,3,3,H
1971-03-13,1970,Darlington,Peterborough United,1-0,1,0,4,4,1,1,H
1971-03-13,1970,Exeter City,Barrow,4-2,4,2,4,4,6,2,H
1971-03-13,1970,Grimsby Town,Brentford,1-5,1,5,4,4,6,-4,A
1971-03-13,1970,Hartlepool United,AFC Bournemouth,2-1,2,1,4,4,3,1,H
1971-03-13,1970,Lincoln City,Oldham Athletic,2-1,2,1,4,4,3,1,H
1971-03-13,1970,Notts County,Southport,3-1,3,1,4,4,4,2,H
1971-03-15,1970,Darlington,Cambridge United,2-0,2,0,4,4,2,2,H
1971-03-15,1970,Hartlepool United,Brentford,0-0,0,0,4,4,0,0,D
1971-03-15,1970,Oldham Athletic,York City,1-1,1,1,4,4,2,0,D
1971-03-16,1970,Northampton Town,Exeter City,2-2,2,2,4,4,4,0,D
1971-03-16,1970,Scunthorpe United,Colchester United,2-0,2,0,4,4,2,2,H
1971-03-17,1970,AFC Bournemouth,Barrow,0-0,0,0,4,4,0,0,D
1971-03-17,1970,Chester,Southend United,2-0,2,0,4,4,2,2,H
1971-03-17,1970,Crewe Alexandra,Grimsby Town,4-0,4,0,4,4,4,4,H
1971-03-17,1970,Lincoln City,Newport County,1-1,1,1,4,4,2,0,D
1971-03-17,1970,Notts County,Stockport County,5-1,5,1,4,4,6,4,H
1971-03-17,1970,Peterborough United,Workington,3-1,3,1,4,4,4,2,H
1971-03-17,1970,Southport,Aldershot,3-3,3,3,4,4,6,0,D
1971-03-19,1970,Southport,Crewe Alexandra,1-0,1,0,4,4,1,1,H
1971-03-19,1970,York City,Stockport County,2-1,2,1,4,4,3,1,H
1971-03-20,1970,AFC Bournemouth,Darlington,1-0,1,0,4,4,1,1,H
1971-03-20,1970,Barrow,Southend United,2-0,2,0,4,4,2,2,H
1971-03-20,1970,Brentford,Newport County,0-3,0,3,4,4,3,-3,A
1971-03-20,1970,Cambridge United,Grimsby Town,2-3,2,3,4,4,5,-1,A
1971-03-20,1970,Colchester United,Exeter City,1-1,1,1,4,4,2,0,D
1971-03-20,1970,Northampton Town,Notts County,1-1,1,1,4,4,2,0,D
1971-03-20,1970,Oldham Athletic,Chester,1-1,1,1,4,4,2,0,D
1971-03-20,1970,Peterborough United,Hartlepool United,5-0,5,0,4,4,5,5,H
1971-03-20,1970,Scunthorpe United,Lincoln City,3-1,3,1,4,4,4,2,H
1971-03-20,1970,Workington,Aldershot,4-0,4,0,4,4,4,4,H
1971-03-22,1970,Colchester United,Scunthorpe United,2-0,2,0,4,4,2,2,H
1971-03-24,1970,Workington,Brentford,1-1,1,1,4,4,2,0,D
1971-03-26,1970,Southend United,Notts County,1-0,1,0,4,4,1,1,H
1971-03-26,1970,Stockport County,AFC Bournemouth,1-1,1,1,4,4,2,0,D
1971-03-27,1970,Aldershot,Crewe Alexandra,0-0,0,0,4,4,0,0,D
1971-03-27,1970,Barrow,Hartlepool United,3-0,3,0,4,4,3,3,H
1971-03-27,1970,Brentford,Oldham Athletic,1-1,1,1,4,4,2,0,D
1971-03-27,1970,Cambridge United,Scunthorpe United,1-1,1,1,4,4,2,0,D
1971-03-27,1970,Colchester United,Southport,1-0,1,0,4,4,1,1,H
1971-03-27,1970,Exeter City,Darlington,2-1,2,1,4,4,3,1,H
1971-03-27,1970,Grimsby Town,Chester,2-2,2,2,4,4,4,0,D
1971-03-27,1970,Newport County,Peterborough United,2-0,2,0,4,4,2,2,H
1971-03-27,1970,Workington,Lincoln City,2-1,2,1,4,4,3,1,H
1971-03-27,1970,York City,Northampton Town,4-1,4,1,4,4,5,3,H
1971-03-29,1970,Aldershot,Southend United,2-2,2,2,4,4,4,0,D
1971-03-29,1970,Brentford,Colchester United,1-0,1,0,4,4,1,1,H
1971-03-30,1970,Oldham Athletic,Hartlepool United,2-0,2,0,4,4,2,2,H
1971-03-31,1970,Workington,Peterborough United,2-1,2,1,4,4,3,1,H
1971-04-03,1970,AFC Bournemouth,Newport County,2-2,2,2,4,4,4,0,D
1971-04-03,1970,Chester,Workington,1-0,1,0,4,4,1,1,H
1971-04-03,1970,Crewe Alexandra,Barrow,1-0,1,0,4,4,1,1,H
1971-04-03,1970,Darlington,Southend United,0-4,0,4,4,4,4,-4,A
1971-04-03,1970,Hartlepool United,Grimsby Town,2-2,2,2,4,4,4,0,D
1971-04-03,1970,Lincoln City,York City,4-5,4,5,4,4,9,-1,A
1971-04-03,1970,Northampton Town,Colchester United,2-1,2,1,4,4,3,1,H
1971-04-03,1970,Notts County,Aldershot,3-0,3,0,4,4,3,3,H
1971-04-03,1970,Oldham Athletic,Cambridge United,4-1,4,1,4,4,5,3,H
1971-04-03,1970,Peterborough United,Exeter City,1-3,1,3,4,4,4,-2,A
1971-04-03,1970,Scunthorpe United,Stockport County,1-2,1,2,4,4,3,-1,A
1971-04-03,1970,Southport,Brentford,2-0,2,0,4,4,2,2,H
1971-04-05,1970,Southend United,Peterborough United,1-2,1,2,4,4,3,-1,A
1971-04-08,1970,Workington,Notts County,0-1,0,1,4,4,1,-1,A
1971-04-09,1970,AFC Bournemouth,Southend United,4-0,4,0,4,4,4,4,H
1971-04-09,1970,Aldershot,Chester,1-0,1,0,4,4,1,1,H
1971-04-09,1970,Brentford,Northampton Town,3-0,3,0,4,4,3,3,H
1971-04-09,1970,Colchester United,Peterborough United,3-0,3,0,4,4,3,3,H
1971-04-09,1970,Crewe Alexandra,Exeter City,4-1,4,1,4,4,5,3,H
1971-04-09,1970,Grimsby Town,Scunthorpe United,1-0,1,0,4,4,1,1,H
1971-04-09,1970,Hartlepool United,Stockport County,3-0,3,0,4,4,3,3,H
1971-04-09,1970,Lincoln City,Barrow,0-3,0,3,4,4,3,-3,A
1971-04-09,1970,Southport,Cambridge United,0-1,0,1,4,4,1,-1,A
1971-04-09,1970,York City,Darlington,2-0,2,0,4,4,2,2,H
1971-04-10,1970,Aldershot,Northampton Town,1-1,1,1,4,4,2,0,D
1971-04-10,1970,Barrow,Oldham Athletic,1-1,1,1,4,4,2,0,D
1971-04-10,1970,Brentford,Scunthorpe United,0-1,0,1,4,4,1,-1,A
1971-04-10,1970,Cambridge United,Notts County,2-1,2,1,4,4,3,1,H
1971-04-10,1970,Colchester United,Lincoln City,1-1,1,1,4,4,2,0,D
1971-04-10,1970,Exeter City,AFC Bournemouth,0-0,0,0,4,4,0,0,D
1971-04-10,1970,Grimsby Town,Darlington,1-1,1,1,4,4,2,0,D
1971-04-10,1970,Newport County,Crewe Alexandra,1-3,1,3,4,4,4,-2,A
1971-04-10,1970,Stockport County,Chester,0-1,0,1,4,4,1,-1,A
1971-04-10,1970,Workington,Southport,2-1,2,1,4,4,3,1,H
1971-04-10,1970,York City,Hartlepool United,4-0,4,0,4,4,4,4,H
1971-04-12,1970,Barrow,Southport,0-2,0,2,4,4,2,-2,A
1971-04-12,1970,Chester,York City,1-1,1,1,4,4,2,0,D
1971-04-12,1970,Darlington,Workington,0-1,0,1,4,4,1,-1,A
1971-04-12,1970,Exeter City,Lincoln City,0-0,0,0,4,4,0,0,D
1971-04-12,1970,Notts County,Colchester United,4-0,4,0,4,4,4,4,H
1971-04-12,1970,Peterborough United,Brentford,1-2,1,2,4,4,3,-1,A
1971-04-12,1970,Southend United,Oldham Athletic,3-0,3,0,4,4,3,3,H
1971-04-12,1970,Stockport County,Crewe Alexandra,2-2,2,2,4,4,4,0,D
1971-04-13,1970,Cambridge United,AFC Bournemouth,0-2,0,2,4,4,2,-2,A
1971-04-13,1970,Newport County,Hartlepool United,2-0,2,0,4,4,2,2,H
1971-04-13,1970,Northampton Town,Grimsby Town,0-4,0,4,4,4,4,-4,A
1971-04-13,1970,Scunthorpe United,Aldershot,2-1,2,1,4,4,3,1,H
1971-04-16,1970,Southport,York City,2-2,2,2,4,4,4,0,D
1971-04-17,1970,AFC Bournemouth,Brentford,1-0,1,0,4,4,1,1,H
1971-04-17,1970,Chester,Barrow,2-1,2,1,4,4,3,1,H
1971-04-17,1970,Crewe Alexandra,Southend United,1-2,1,2,4,4,3,-1,A
1971-04-17,1970,Darlington,Aldershot,1-2,1,2,4,4,3,-1,A
1971-04-17,1970,Hartlepool United,Exeter City,3-0,3,0,4,4,3,3,H
1971-04-17,1970,Lincoln City,Stockport County,1-1,1,1,4,4,2,0,D
1971-04-17,1970,Northampton Town,Workington,5-0,5,0,4,4,5,5,H
1971-04-17,1970,Notts County,Grimsby Town,1-0,1,0,4,4,1,1,H
1971-04-17,1970,Oldham Athletic,Colchester United,4-0,4,0,4,4,4,4,H
1971-04-17,1970,Peterborough United,Cambridge United,2-3,2,3,4,4,5,-1,A
1971-04-17,1970,Scunthorpe United,Newport County,0-1,0,1,4,4,1,-1,A
1971-04-19,1970,York City,Oldham Athletic,0-1,0,1,4,4,1,-1,A
1971-04-20,1970,Grimsby Town,Colchester United,3-1,3,1,4,4,4,2,H
1971-04-20,1970,Newport County,Lincoln City,2-2,2,2,4,4,4,0,D
1971-04-23,1970,Colchester United,AFC Bournemouth,1-1,1,1,4,4,2,0,D
1971-04-23,1970,Stockport County,Southport,3-0,3,0,4,4,3,3,H
1971-04-24,1970,Aldershot,Hartlepool United,1-0,1,0,4,4,1,1,H
1971-04-24,1970,Barrow,Northampton Town,2-1,2,1,4,4,3,1,H
1971-04-24,1970,Brentford,Notts County,2-2,2,2,4,4,4,0,D
1971-04-24,1970,Cambridge United,Crewe Alexandra,1-0,1,0,4,4,1,1,H
1971-04-24,1970,Exeter City,Chester,3-1,3,1,4,4,4,2,H
1971-04-24,1970,Grimsby Town,Peterborough United,2-1,2,1,4,4,3,1,H
1971-04-24,1970,Newport County,Darlington,3-1,3,1,4,4,4,2,H
1971-04-24,1970,Workington,Oldham Athletic,0-0,0,0,4,4,0,0,D
1971-04-24,1970,York City,Scunthorpe United,2-0,2,0,4,4,2,2,H
1971-04-26,1970,Brentford,Cambridge United,1-2,1,2,4,4,3,-1,A
1971-04-26,1970,Colchester United,Barrow,4-1,4,1,4,4,5,3,H
1971-04-26,1970,Darlington,Hartlepool United,2-0,2,0,4,4,2,2,H
1971-04-26,1970,Southport,Northampton Town,2-1,2,1,4,4,3,1,H
1971-04-27,1970,Grimsby Town,Newport County,2-0,2,0,4,4,2,2,H
1971-04-27,1970,Workington,York City,1-0,1,0,4,4,1,1,H
1971-04-28,1970,Aldershot,Stockport County,5-0,5,0,4,4,5,5,H
1971-04-28,1970,Crewe Alexandra,Notts County,1-2,1,2,4,4,3,-1,A
1971-04-28,1970,Lincoln City,Chester,2-0,2,0,4,4,2,2,H
1971-04-28,1970,Peterborough United,AFC Bournemouth,3-1,3,1,4,4,4,2,H
1971-04-28,1970,Southend United,Exeter City,0-0,0,0,4,4,0,0,D
1971-05-01,1970,AFC Bournemouth,York City,4-0,4,0,4,4,4,4,H
1971-05-01,1970,Chester,Newport County,2-1,2,1,4,4,3,1,H
1971-05-01,1970,Crewe Alexandra,Colchester United,0-3,0,3,4,4,3,-3,A
1971-05-01,1970,Darlington,Brentford,2-1,2,1,4,4,3,1,H
1971-05-01,1970,Hartlepool United,Cambridge United,0-0,0,0,4,4,0,0,D
1971-05-01,1970,Lincoln City,Aldershot,4-4,4,4,4,4,8,0,D
1971-05-01,1970,Northampton Town,Southend United,0-2,0,2,4,4,2,-2,A
1971-05-01,1970,Notts County,Exeter City,1-1,1,1,4,4,2,0,D
1971-05-01,1970,Oldham Athletic,Stockport County,1-1,1,1,4,4,2,0,D
1971-05-01,1970,Peterborough United,Barrow,4-0,4,0,4,4,4,4,H
1971-05-01,1970,Scunthorpe United,Workington,4-0,4,0,4,4,4,4,H
1971-05-03,1970,Southend United,Lincoln City,1-1,1,1,4,4,2,0,D
1971-05-04,1970,Grimsby Town,Crewe Alexandra,2-0,2,0,4,4,2,2,H
1971-05-07,1970,Brentford,Workington,3-0,3,0,4,4,3,3,H
1971-05-07,1970,Colchester United,Stockport County,1-1,1,1,4,4,2,0,D
1971-08-14,1971,Aldershot,Workington,2-2,2,2,4,4,4,0,D
1971-08-14,1971,Barrow,Northampton Town,0-1,0,1,4,4,1,-1,A
1971-08-14,1971,Bury,Brentford,0-2,0,2,4,4,2,-2,A
1971-08-14,1971,Chester,Cambridge United,1-1,1,1,4,4,2,0,D
1971-08-14,1971,Crewe Alexandra,Stockport County,3-1,3,1,4,4,4,2,H
1971-08-14,1971,Doncaster Rovers,Newport County,4-2,4,2,4,4,6,2,H
1971-08-14,1971,Grimsby Town,Scunthorpe United,4-1,4,1,4,4,5,3,H
1971-08-14,1971,Hartlepool United,Reading,3-1,3,1,4,4,4,2,H
1971-08-14,1971,Lincoln City,Colchester United,2-0,2,0,4,4,2,2,H
1971-08-14,1971,Peterborough United,Southend United,2-0,2,0,4,4,2,2,H
1971-08-14,1971,Southport,Exeter City,4-0,4,0,4,4,4,4,H
1971-08-20,1971,Colchester United,Hartlepool United,1-0,1,0,4,4,1,1,H
1971-08-20,1971,Southend United,Darlington,3-0,3,0,4,4,3,3,H
1971-08-20,1971,Stockport County,Bury,2-2,2,2,4,4,4,0,D
1971-08-21,1971,Barrow,Crewe Alexandra,2-1,2,1,4,4,3,1,H
1971-08-21,1971,Brentford,Aldershot,1-1,1,1,4,4,2,0,D
1971-08-21,1971,Cambridge United,Northampton Town,1-1,1,1,4,4,2,0,D
1971-08-21,1971,Exeter City,Grimsby Town,3-4,3,4,4,4,7,-1,A
1971-08-21,1971,Gillingham,Southport,2-1,2,1,4,4,3,1,H
1971-08-21,1971,Newport County,Peterborough United,1-1,1,1,4,4,2,0,D
1971-08-21,1971,Reading,Chester,1-0,1,0,4,4,1,1,H
1971-08-21,1971,Scunthorpe United,Lincoln City,2-1,2,1,4,4,3,1,H
1971-08-21,1971,Workington,Doncaster Rovers,2-0,2,0,4,4,2,2,H
1971-08-27,1971,Southport,Cambridge United,4-1,4,1,4,4,5,3,H
1971-08-28,1971,Aldershot,Reading,1-2,1,2,4,4,3,-1,A
1971-08-28,1971,Bury,Colchester United,3-0,3,0,4,4,3,3,H
1971-08-28,1971,Chester,Gillingham,5-1,5,1,4,4,6,4,H
1971-08-28,1971,Crewe Alexandra,Scunthorpe United,0-2,0,2,4,4,2,-2,A
1971-08-28,1971,Darlington,Brentford,0-0,0,0,4,4,0,0,D
1971-08-28,1971,Doncaster Rovers,Barrow,0-1,0,1,4,4,1,-1,A
1971-08-28,1971,Grimsby Town,Workington,1-1,1,1,4,4,2,0,D
1971-08-28,1971,Hartlepool United,Southend United,2-2,2,2,4,4,4,0,D
1971-08-28,1971,Lincoln City,Newport County,3-1,3,1,4,4,4,2,H
1971-08-28,1971,Northampton Town,Exeter City,1-1,1,1,4,4,2,0,D
1971-08-28,1971,Peterborough United,Stockport County,4-2,4,2,4,4,6,2,H
1971-08-30,1971,Brentford,Barrow,4-0,4,0,4,4,4,4,H
1971-08-30,1971,Hartlepool United,Darlington,2-3,2,3,4,4,5,-1,A
1971-08-30,1971,Peterborough United,Bury,2-0,2,0,4,4,2,2,H
1971-08-30,1971,Southend United,Scunthorpe United,2-3,2,3,4,4,5,-1,A
1971-08-30,1971,Southport,Northampton Town,4-0,4,0,4,4,4,4,H
1971-08-30,1971,Stockport County,Reading,0-1,0,1,4,4,1,-1,A
1971-08-31,1971,Grimsby Town,Doncaster Rovers,3-1,3,1,4,4,4,2,H
1971-08-31,1971,Newport County,Colchester United,2-1,2,1,4,4,3,1,H
1971-09-01,1971,Aldershot,Chester,0-0,0,0,4,4,0,0,D
1971-09-01,1971,Crewe Alexandra,Lincoln City,3-1,3,1,4,4,4,2,H
1971-09-01,1971,Gillingham,Cambridge United,2-0,2,0,4,4,2,2,H
1971-09-01,1971,Workington,Exeter City,0-0,0,0,4,4,0,0,D
1971-09-03,1971,Colchester United,Southport,1-0,1,0,4,4,1,1,H
1971-09-03,1971,Stockport County,Lincoln City,4-2,4,2,4,4,6,2,H
1971-09-04,1971,Barrow,Grimsby Town,0-0,0,0,4,4,0,0,D
1971-09-04,1971,Brentford,Hartlepool United,6-0,6,0,4,4,6,6,H
1971-09-04,1971,Cambridge United,Crewe Alexandra,3-2,3,2,4,4,5,1,H
1971-09-04,1971,Exeter City,Peterborough United,3-2,3,2,4,4,5,1,H
1971-09-04,1971,Gillingham,Aldershot,0-1,0,1,4,4,1,-1,A
1971-09-04,1971,Newport County,Northampton Town,1-1,1,1,4,4,2,0,D
1971-09-04,1971,Reading,Darlington,2-0,2,0,4,4,2,2,H
1971-09-04,1971,Scunthorpe United,Doncaster Rovers,0-0,0,0,4,4,0,0,D
1971-09-04,1971,Southend United,Bury,0-0,0,0,4,4,0,0,D
1971-09-04,1971,Workington,Chester,0-0,0,0,4,4,0,0,D
1971-09-10,1971,Northampton Town,Stockport County,2-0,2,0,4,4,2,2,H
1971-09-10,1971,Southport,Newport County,4-2,4,2,4,4,6,2,H
1971-09-11,1971,Aldershot,Southend United,0-0,0,0,4,4,0,0,D
1971-09-11,1971,Bury,Cambridge United,0-1,0,1,4,4,1,-1,A
1971-09-11,1971,Chester,Barrow,0-0,0,0,4,4,0,0,D
1971-09-11,1971,Crewe Alexandra,Gillingham,0-1,0,1,4,4,1,-1,A
1971-09-11,1971,Darlington,Colchester United,2-0,2,0,4,4,2,2,H
1971-09-11,1971,Doncaster Rovers,Exeter City,2-1,2,1,4,4,3,1,H
1971-09-11,1971,Grimsby Town,Brentford,3-1,3,1,4,4,4,2,H
1971-09-11,1971,Hartlepool United,Workington,1-3,1,3,4,4,4,-2,A
1971-09-11,1971,Lincoln City,Reading,0-0,0,0,4,4,0,0,D
1971-09-11,1971,Peterborough United,Scunthorpe United,0-1,0,1,4,4,1,-1,A
1971-09-17,1971,Colchester United,Crewe Alexandra,4-2,4,2,4,4,6,2,H
1971-09-17,1971,Scunthorpe United,Northampton Town,0-0,0,0,4,4,0,0,D
1971-09-17,1971,Southend United,Grimsby Town,3-1,3,1,4,4,4,2,H
1971-09-17,1971,Stockport County,Doncaster Rovers,1-2,1,2,4,4,3,-1,A
1971-09-18,1971,Barrow,Southport,0-2,0,2,4,4,2,-2,A
1971-09-18,1971,Brentford,Peterborough United,5-1,5,1,4,4,6,4,H
1971-09-18,1971,Cambridge United,Darlington,6-0,6,0,4,4,6,6,H
1971-09-18,1971,Exeter City,Chester,1-1,1,1,4,4,2,0,D
1971-09-18,1971,Gillingham,Hartlepool United,1-0,1,0,4,4,1,1,H
1971-09-18,1971,Newport County,Aldershot,2-3,2,3,4,4,5,-1,A
1971-09-18,1971,Reading,Bury,0-2,0,2,4,4,2,-2,A
1971-09-18,1971,Workington,Lincoln City,0-0,0,0,4,4,0,0,D
1971-09-24,1971,Southport,Workington,2-2,2,2,4,4,4,0,D
1971-09-25,1971,Aldershot,Scunthorpe United,1-1,1,1,4,4,2,0,D
1971-09-25,1971,Bury,Exeter City,4-3,4,3,4,4,7,1,H
1971-09-25,1971,Chester,Brentford,0-0,0,0,4,4,0,0,D
1971-09-25,1971,Crewe Alexandra,Reading,2-0,2,0,4,4,2,2,H
1971-09-25,1971,Darlington,Newport County,0-0,0,0,4,4,0,0,D
1971-09-25,1971,Doncaster Rovers,Southend United,0-2,0,2,4,4,2,-2,A
1971-09-25,1971,Grimsby Town,Stockport County,4-1,4,1,4,4,5,3,H
1971-09-25,1971,Hartlepool United,Barrow,4-3,4,3,4,4,7,1,H
1971-09-25,1971,Lincoln City,Cambridge United,3-1,3,1,4,4,4,2,H
1971-09-25,1971,Northampton Town,Colchester United,1-1,1,1,4,4,2,0,D
1971-09-25,1971,Peterborough United,Gillingham,2-1,2,1,4,4,3,1,H
1971-09-27,1971,Barrow,Reading,0-0,0,0,4,4,0,0,D
1971-09-27,1971,Brentford,Stockport County,2-0,2,0,4,4,2,2,H
1971-09-27,1971,Darlington,Bury,0-0,0,0,4,4,0,0,D
1971-09-27,1971,Hartlepool United,Peterborough United,1-0,1,0,4,4,1,1,H
1971-09-27,1971,Southend United,Newport County,3-1,3,1,4,4,4,2,H
1971-09-28,1971,Scunthorpe United,Colchester United,2-0,2,0,4,4,2,2,H
1971-09-29,1971,Aldershot,Southport,1-1,1,1,4,4,2,0,D
1971-09-29,1971,Cambridge United,Exeter City,0-1,0,1,4,4,1,-1,A
1971-09-29,1971,Chester,Northampton Town,3-2,3,2,4,4,5,1,H
1971-09-29,1971,Crewe Alexandra,Doncaster Rovers,0-1,0,1,4,4,1,-1,A
1971-09-29,1971,Gillingham,Workington,0-0,0,0,4,4,0,0,D
1971-09-29,1971,Lincoln City,Grimsby Town,3-0,3,0,4,4,3,3,H
1971-10-01,1971,Colchester United,Chester,1-0,1,0,4,4,1,1,H
1971-10-01,1971,Southend United,Southport,2-1,2,1,4,4,3,1,H
1971-10-01,1971,Stockport County,Hartlepool United,2-1,2,1,4,4,3,1,H
1971-10-02,1971,Barrow,Lincoln City,2-2,2,2,4,4,4,0,D
1971-10-02,1971,Brentford,Northampton Town,6-1,6,1,4,4,7,5,H
1971-10-02,1971,Cambridge United,Aldershot,1-1,1,1,4,4,2,0,D
1971-10-02,1971,Exeter City,Crewe Alexandra,3-1,3,1,4,4,4,2,H
1971-10-02,1971,Gillingham,Doncaster Rovers,2-0,2,0,4,4,2,2,H
1971-10-02,1971,Newport County,Bury,2-1,2,1,4,4,3,1,H
1971-10-02,1971,Reading,Grimsby Town,1-3,1,3,4,4,4,-2,A
1971-10-02,1971,Scunthorpe United,Darlington,3-1,3,1,4,4,4,2,H
1971-10-02,1971,Workington,Peterborough United,4-1,4,1,4,4,5,3,H
1971-10-08,1971,Southport,Brentford,0-0,0,0,4,4,0,0,D
1971-10-09,1971,Aldershot,Colchester United,0-2,0,2,4,4,2,-2,A
1971-10-09,1971,Bury,Scunthorpe United,3-1,3,1,4,4,4,2,H
1971-10-09,1971,Chester,Southend United,1-1,1,1,4,4,2,0,D
1971-10-09,1971,Crewe Alexandra,Workington,0-0,0,0,4,4,0,0,D
1971-10-09,1971,Darlington,Stockport County,1-2,1,2,4,4,3,-1,A
1971-10-09,1971,Doncaster Rovers,Cambridge United,1-1,1,1,4,4,2,0,D
1971-10-09,1971,Grimsby Town,Gillingham,2-1,2,1,4,4,3,1,H
1971-10-09,1971,Hartlepool United,Newport County,0-1,0,1,4,4,1,-1,A
1971-10-09,1971,Lincoln City,Exeter City,4-1,4,1,4,4,5,3,H
1971-10-09,1971,Northampton Town,Reading,5-0,5,0,4,4,5,5,H
1971-10-09,1971,Peterborough United,Barrow,7-0,7,0,4,4,7,7,H
1971-10-15,1971,Colchester United,Lincoln City,5-2,5,2,4,4,7,3,H
1971-10-15,1971,Northampton Town,Barrow,2-0,2,0,4,4,2,2,H
1971-10-15,1971,Southend United,Peterborough United,2-1,2,1,4,4,3,1,H
1971-10-15,1971,Stockport County,Crewe Alexandra,3-1,3,1,4,4,4,2,H
1971-10-16,1971,Brentford,Bury,2-0,2,0,4,4,2,2,H
1971-10-16,1971,Cambridge United,Chester,2-0,2,0,4,4,2,2,H
1971-10-16,1971,Exeter City,Southport,1-3,1,3,4,4,4,-2,A
1971-10-16,1971,Gillingham,Darlington,4-2,4,2,4,4,6,2,H
1971-10-16,1971,Newport County,Doncaster Rovers,1-3,1,3,4,4,4,-2,A
1971-10-16,1971,Reading,Hartlepool United,3-0,3,0,4,4,3,3,H
1971-10-16,1971,Scunthorpe United,Grimsby Town,1-2,1,2,4,4,3,-1,A
1971-10-16,1971,Workington,Aldershot,5-0,5,0,4,4,5,5,H
1971-10-18,1971,Colchester United,Southend United,1-0,1,0,4,4,1,1,H
1971-10-18,1971,Peterborough United,Darlington,1-3,1,3,4,4,4,-2,A
1971-10-18,1971,Southport,Chester,4-3,4,3,4,4,7,1,H
1971-10-18,1971,Stockport County,Barrow,1-3,1,3,4,4,4,-2,A
1971-10-19,1971,Bury,Hartlepool United,1-1,1,1,4,4,2,0,D
1971-10-19,1971,Doncaster Rovers,Lincoln City,2-0,2,0,4,4,2,2,H
1971-10-19,1971,Grimsby Town,Crewe Alexandra,2-3,2,3,4,4,5,-1,A
