Date,Season,home,visitor,FT,hgoal,vgoal,division,tier,totgoal,goaldif,result
1983-09-27,1983,Rochdale,Hartlepool United,2-0,2,0,4,4,2,2,H
1983-09-28,1983,Chester,Torquay United,1-2,1,2,4,4,3,-1,A
1983-09-28,1983,Peterborough United,Crewe Alexandra,1-0,1,0,4,4,1,1,H
1983-09-30,1983,Crewe Alexandra,Stockport County,0-3,0,3,4,4,3,-3,A
1983-10-01,1983,Colchester United,Chester,1-0,1,0,4,4,1,1,H
1983-10-01,1983,Hartlepool United,Tranmere Rovers,0-1,0,1,4,4,1,-1,A
1983-10-01,1983,Hereford United,Bristol City,0-2,0,2,4,4,2,-2,A
1983-10-01,1983,Mansfield Town,Aldershot,5-2,5,2,4,4,7,3,H
1983-10-01,1983,Northampton Town,Chesterfield,1-1,1,1,4,4,2,0,D
1983-10-01,1983,Reading,Darlington,1-0,1,0,4,4,1,1,H
1983-10-01,1983,Swindon Town,Rochdale,2-1,2,1,4,4,3,1,H
1983-10-01,1983,Torquay United,Doncaster Rovers,4-1,4,1,4,4,5,3,H
1983-10-01,1983,Wrexham,Halifax Town,1-0,1,0,4,4,1,1,H
1983-10-01,1983,York City,Blackpool,4-0,4,0,4,4,4,4,H
1983-10-07,1983,York City,Colchester United,3-0,3,0,4,4,3,3,H
1983-10-08,1983,Aldershot,Tranmere Rovers,1-1,1,1,4,4,2,0,D
1983-10-08,1983,Blackpool,Rochdale,0-2,0,2,4,4,2,-2,A
1983-10-08,1983,Bristol City,Halifax Town,3-0,3,0,4,4,3,3,H
1983-10-08,1983,Bury,Mansfield Town,2-2,2,2,4,4,4,0,D
1983-10-08,1983,Chesterfield,Stockport County,2-0,2,0,4,4,2,2,H
1983-10-08,1983,Crewe Alexandra,Swindon Town,2-0,2,0,4,4,2,2,H
1983-10-08,1983,Darlington,Chester,2-1,2,1,4,4,3,1,H
1983-10-08,1983,Peterborough United,Doncaster Rovers,1-1,1,1,4,4,2,0,D
1983-10-08,1983,Torquay United,Hartlepool United,0-0,0,0,4,4,0,0,D
1983-10-08,1983,Wrexham,Hereford United,0-0,0,0,4,4,0,0,D
1983-10-09,1983,Northampton Town,Reading,2-2,2,2,4,4,4,0,D
1983-10-14,1983,Reading,Crewe Alexandra,5-0,5,0,4,4,5,5,H
1983-10-14,1983,Tranmere Rovers,Bristol City,2-0,2,0,4,4,2,2,H
1983-10-15,1983,Colchester United,Northampton Town,2-2,2,2,4,4,4,0,D
1983-10-15,1983,Doncaster Rovers,Aldershot,3-1,3,1,4,4,4,2,H
1983-10-15,1983,Halifax Town,Peterborough United,2-1,2,1,4,4,3,1,H
1983-10-15,1983,Hartlepool United,Wrexham,1-1,1,1,4,4,2,0,D
1983-10-15,1983,Mansfield Town,Torquay United,1-3,1,3,4,4,4,-2,A
1983-10-15,1983,Rochdale,Chesterfield,2-4,2,4,4,4,6,-2,A
1983-10-15,1983,Stockport County,Darlington,2-0,2,0,4,4,2,2,H
1983-10-15,1983,Swindon Town,York City,3-2,3,2,4,4,5,1,H
1983-10-17,1983,Stockport County,Aldershot,2-2,2,2,4,4,4,0,D
1983-10-17,1983,Tranmere Rovers,Swindon Town,2-1,2,1,4,4,3,1,H
1983-10-18,1983,Bristol City,York City,1-0,1,0,4,4,1,1,H
1983-10-18,1983,Chesterfield,Doncaster Rovers,0-0,0,0,4,4,0,0,D
1983-10-18,1983,Colchester United,Bury,1-0,1,0,4,4,1,1,H
1983-10-18,1983,Halifax Town,Crewe Alexandra,1-0,1,0,4,4,1,1,H
1983-10-18,1983,Northampton Town,Torquay United,2-1,2,1,4,4,3,1,H
1983-10-18,1983,Rochdale,Peterborough United,2-1,2,1,4,4,3,1,H
1983-10-18,1983,Wrexham,Blackpool,0-1,0,1,4,4,1,-1,A
1983-10-19,1983,Hartlepool United,Chester,1-1,1,1,4,4,2,0,D
1983-10-19,1983,Hereford United,Darlington,1-0,1,0,4,4,1,1,H
1983-10-19,1983,Reading,Mansfield Town,4-0,4,0,4,4,4,4,H
1983-10-21,1983,Doncaster Rovers,Halifax Town,3-2,3,2,4,4,5,1,H
1983-10-22,1983,Aldershot,Bristol City,1-0,1,0,4,4,1,1,H
1983-10-22,1983,Blackpool,Chesterfield,1-0,1,0,4,4,1,1,H
1983-10-22,1983,Bury,Wrexham,2-0,2,0,4,4,2,2,H
1983-10-22,1983,Chester,Stockport County,2-4,2,4,4,4,6,-2,A
1983-10-22,1983,Crewe Alexandra,Northampton Town,3-2,3,2,4,4,5,1,H
1983-10-22,1983,Darlington,Rochdale,1-0,1,0,4,4,1,1,H
1983-10-22,1983,Mansfield Town,Hartlepool United,5-0,5,0,4,4,5,5,H
1983-10-22,1983,Peterborough United,Tranmere Rovers,2-0,2,0,4,4,2,2,H
1983-10-22,1983,Swindon Town,Colchester United,2-1,2,1,4,4,3,1,H
1983-10-22,1983,Torquay United,Hereford United,1-1,1,1,4,4,2,0,D
1983-10-22,1983,York City,Reading,2-2,2,2,4,4,4,0,D
1983-10-29,1983,Bristol City,Peterborough United,0-1,0,1,4,4,1,-1,A
1983-10-29,1983,Chesterfield,Darlington,1-1,1,1,4,4,2,0,D
1983-10-29,1983,Colchester United,Crewe Alexandra,2-0,2,0,4,4,2,2,H
1983-10-29,1983,Halifax Town,Aldershot,1-0,1,0,4,4,1,1,H
1983-10-29,1983,Hartlepool United,Bury,1-3,1,3,4,4,4,-2,A
1983-10-29,1983,Hereford United,Mansfield Town,0-0,0,0,4,4,0,0,D
1983-10-29,1983,Northampton Town,York City,1-2,1,2,4,4,3,-1,A
1983-10-29,1983,Reading,Swindon Town,2-2,2,2,4,4,4,0,D
1983-10-29,1983,Rochdale,Chester,1-1,1,1,4,4,2,0,D
1983-10-29,1983,Stockport County,Blackpool,1-2,1,2,4,4,3,-1,A
1983-10-29,1983,Tranmere Rovers,Doncaster Rovers,1-1,1,1,4,4,2,0,D
1983-10-29,1983,Wrexham,Torquay United,2-2,2,2,4,4,4,0,D
1983-11-01,1983,Aldershot,Northampton Town,1-0,1,0,4,4,1,1,H
1983-11-01,1983,Blackpool,Bristol City,1-0,1,0,4,4,1,1,H
1983-11-01,1983,Bury,Stockport County,2-1,2,1,4,4,3,1,H
1983-11-01,1983,Crewe Alexandra,Hartlepool United,2-0,2,0,4,4,2,2,H
1983-11-01,1983,Darlington,Tranmere Rovers,1-0,1,0,4,4,1,1,H
1983-11-01,1983,Doncaster Rovers,Colchester United,3-3,3,3,4,4,6,0,D
1983-11-01,1983,Mansfield Town,Rochdale,3-0,3,0,4,4,3,3,H
1983-11-01,1983,Swindon Town,Hereford United,3-0,3,0,4,4,3,3,H
1983-11-01,1983,York City,Wrexham,3-2,3,2,4,4,5,1,H
1983-11-02,1983,Chester,Halifax Town,1-1,1,1,4,4,2,0,D
1983-11-02,1983,Peterborough United,Reading,3-3,3,3,4,4,6,0,D
1983-11-02,1983,Torquay United,Chesterfield,1-1,1,1,4,4,2,0,D
1983-11-04,1983,Halifax Town,Tranmere Rovers,1-2,1,2,4,4,3,-1,A
1983-11-05,1983,Aldershot,Peterborough United,3-2,3,2,4,4,5,1,H
1983-11-05,1983,Blackpool,Darlington,3-1,3,1,4,4,4,2,H
1983-11-05,1983,Bristol City,Doncaster Rovers,1-2,1,2,4,4,3,-1,A
1983-11-05,1983,Chesterfield,Chester,1-1,1,1,4,4,2,0,D
1983-11-05,1983,Colchester United,Reading,3-0,3,0,4,4,3,3,H
1983-11-05,1983,Crewe Alexandra,York City,0-3,0,3,4,4,3,-3,A
1983-11-05,1983,Hartlepool United,Hereford United,0-0,0,0,4,4,0,0,D
1983-11-05,1983,Northampton Town,Swindon Town,2-0,2,0,4,4,2,2,H
1983-11-05,1983,Rochdale,Stockport County,2-2,2,2,4,4,4,0,D
1983-11-05,1983,Torquay United,Bury,2-0,2,0,4,4,2,2,H
1983-11-05,1983,Wrexham,Mansfield Town,2-3,2,3,4,4,5,-1,A
1983-11-09,1983,Chester,Blackpool,0-2,0,2,4,4,2,-2,A
1983-11-11,1983,Stockport County,Halifax Town,4-0,4,0,4,4,4,4,H
1983-11-12,1983,Chester,Aldershot,1-2,1,2,4,4,3,-1,A
1983-11-12,1983,Darlington,Bristol City,0-1,0,1,4,4,1,-1,A
1983-11-12,1983,Doncaster Rovers,Blackpool,2-1,2,1,4,4,3,1,H
1983-11-12,1983,Hereford United,Northampton Town,0-0,0,0,4,4,0,0,D
1983-11-12,1983,Mansfield Town,Colchester United,0-0,0,0,4,4,0,0,D
1983-11-12,1983,Peterborough United,Chesterfield,2-0,2,0,4,4,2,2,H
1983-11-12,1983,Reading,Wrexham,4-1,4,1,4,4,5,3,H
1983-11-12,1983,Swindon Town,Hartlepool United,3-2,3,2,4,4,5,1,H
1983-11-12,1983,Tranmere Rovers,Rochdale,2-2,2,2,4,4,4,0,D
1983-11-12,1983,York City,Torquay United,2-3,2,3,4,4,5,-1,A
1983-11-13,1983,Bury,Crewe Alexandra,1-1,1,1,4,4,2,0,D
1983-11-25,1983,Halifax Town,Darlington,0-2,0,2,4,4,2,-2,A
1983-11-26,1983,Aldershot,Rochdale,2-1,2,1,4,4,3,1,H
1983-11-26,1983,Bristol City,Chesterfield,2-0,2,0,4,4,2,2,H
1983-11-26,1983,Bury,Reading,2-3,2,3,4,4,5,-1,A
1983-11-26,1983,Doncaster Rovers,Chester,0-0,0,0,4,4,0,0,D
1983-11-26,1983,Hartlepool United,York City,2-3,2,3,4,4,5,-1,A
1983-11-26,1983,Hereford United,Blackpool,1-2,1,2,4,4,3,-1,A
1983-11-26,1983,Mansfield Town,Swindon Town,2-2,2,2,4,4,4,0,D
1983-11-26,1983,Peterborough United,Stockport County,2-0,2,0,4,4,2,2,H
1983-11-26,1983,Torquay United,Colchester United,2-1,2,1,4,4,3,1,H
1983-11-26,1983,Tranmere Rovers,Crewe Alexandra,2-3,2,3,4,4,5,-1,A
1983-11-26,1983,Wrexham,Northampton Town,0-1,0,1,4,4,1,-1,A
1983-11-29,1983,Bury,Peterborough United,2-2,2,2,4,4,4,0,D
1983-12-02,1983,Reading,Halifax Town,1-0,1,0,4,4,1,1,H
1983-12-02,1983,Stockport County,Torquay United,2-1,2,1,4,4,3,1,H
1983-12-03,1983,Blackpool,Peterborough United,1-2,1,2,4,4,3,-1,A
1983-12-03,1983,Chester,Bury,2-1,2,1,4,4,3,1,H
1983-12-03,1983,Chesterfield,Tranmere Rovers,3-3,3,3,4,4,6,0,D
1983-12-03,1983,Colchester United,Hartlepool United,6-0,6,0,4,4,6,6,H
1983-12-03,1983,Darlington,Mansfield Town,3-0,3,0,4,4,3,3,H
1983-12-03,1983,Northampton Town,Bristol City,1-0,1,0,4,4,1,1,H
1983-12-03,1983,Rochdale,Hereford United,3-3,3,3,4,4,6,0,D
1983-12-03,1983,Swindon Town,Doncaster Rovers,2-1,2,1,4,4,3,1,H
1983-12-03,1983,York City,Aldershot,2-0,2,0,4,4,2,2,H
1983-12-10,1983,Aldershot,Stockport County,1-1,1,1,4,4,2,0,D
1983-12-16,1983,Stockport County,Tranmere Rovers,2-1,2,1,4,4,3,1,H
1983-12-17,1983,Blackpool,Torquay United,1-0,1,0,4,4,1,1,H
1983-12-17,1983,Chester,Peterborough United,1-1,1,1,4,4,2,0,D
1983-12-17,1983,Chesterfield,Wrexham,1-1,1,1,4,4,2,0,D
1983-12-17,1983,Colchester United,Halifax Town,4-1,4,1,4,4,5,3,H
1983-12-17,1983,Darlington,Aldershot,0-1,0,1,4,4,1,-1,A
1983-12-17,1983,Reading,Hartlepool United,5-1,5,1,4,4,6,4,H
1983-12-17,1983,Rochdale,Bristol City,0-1,0,1,4,4,1,-1,A
1983-12-17,1983,Swindon Town,Bury,0-0,0,0,4,4,0,0,D
1983-12-17,1983,York City,Hereford United,4-0,4,0,4,4,4,4,H
1983-12-18,1983,Crewe Alexandra,Doncaster Rovers,1-1,1,1,4,4,2,0,D
1983-12-18,1983,Northampton Town,Mansfield Town,2-1,2,1,4,4,3,1,H
1983-12-26,1983,Aldershot,Reading,0-0,0,0,4,4,0,0,D
1983-12-26,1983,Bristol City,Stockport County,3-1,3,1,4,4,4,2,H
1983-12-26,1983,Bury,Rochdale,3-1,3,1,4,4,4,2,H
1983-12-26,1983,Doncaster Rovers,Northampton Town,1-0,1,0,4,4,1,1,H
1983-12-26,1983,Halifax Town,York City,1-2,1,2,4,4,3,-1,A
1983-12-26,1983,Hartlepool United,Darlington,2-1,2,1,4,4,3,1,H
1983-12-26,1983,Hereford United,Crewe Alexandra,0-1,0,1,4,4,1,-1,A
1983-12-26,1983,Mansfield Town,Chesterfield,0-1,0,1,4,4,1,-1,A
1983-12-26,1983,Peterborough United,Colchester United,2-0,2,0,4,4,2,2,H
1983-12-26,1983,Torquay United,Swindon Town,1-0,1,0,4,4,1,1,H
1983-12-26,1983,Tranmere Rovers,Blackpool,3-2,3,2,4,4,5,1,H
1983-12-26,1983,Wrexham,Chester,2-0,2,0,4,4,2,2,H
1983-12-27,1983,Blackpool,Hartlepool United,1-0,1,0,4,4,1,1,H
1983-12-27,1983,Chester,Mansfield Town,0-4,0,4,4,4,4,-4,A
1983-12-27,1983,Chesterfield,Bury,1-5,1,5,4,4,6,-4,A
1983-12-27,1983,Colchester United,Aldershot,4-1,4,1,4,4,5,3,H
1983-12-27,1983,Darlington,Doncaster Rovers,1-2,1,2,4,4,3,-1,A
1983-12-27,1983,Northampton Town,Peterborough United,2-1,2,1,4,4,3,1,H
1983-12-27,1983,Reading,Torquay United,2-2,2,2,4,4,4,0,D
1983-12-27,1983,Rochdale,Halifax Town,1-1,1,1,4,4,2,0,D
1983-12-27,1983,Stockport County,Hereford United,1-0,1,0,4,4,1,1,H
1983-12-27,1983,Swindon Town,Wrexham,0-1,0,1,4,4,1,-1,A
1983-12-27,1983,York City,Tranmere Rovers,1-1,1,1,4,4,2,0,D
1983-12-28,1983,Crewe Alexandra,Bristol City,2-2,2,2,4,4,4,0,D
1983-12-30,1983,Tranmere Rovers,Reading,2-3,2,3,4,4,5,-1,A
1983-12-31,1983,Aldershot,Chesterfield,2-1,2,1,4,4,3,1,H
1983-12-31,1983,Bristol City,Chester,4-2,4,2,4,4,6,2,H
1983-12-31,1983,Bury,York City,1-3,1,3,4,4,4,-2,A
1983-12-31,1983,Doncaster Rovers,Stockport County,2-1,2,1,4,4,3,1,H
1983-12-31,1983,Halifax Town,Blackpool,1-0,1,0,4,4,1,1,H
1983-12-31,1983,Hartlepool United,Northampton Town,2-0,2,0,4,4,2,2,H
1983-12-31,1983,Mansfield Town,Crewe Alexandra,3-3,3,3,4,4,6,0,D
1983-12-31,1983,Peterborough United,Swindon Town,1-1,1,1,4,4,2,0,D
1983-12-31,1983,Torquay United,Rochdale,4-2,4,2,4,4,6,2,H
1983-12-31,1983,Wrexham,Darlington,1-1,1,1,4,4,2,0,D
1984-01-02,1983,Blackpool,Aldershot,5-0,5,0,4,4,5,5,H
1984-01-02,1983,Chester,Tranmere Rovers,0-0,0,0,4,4,0,0,D
1984-01-02,1983,Chesterfield,Halifax Town,0-0,0,0,4,4,0,0,D
1984-01-02,1983,Colchester United,Wrexham,1-1,1,1,4,4,2,0,D
1984-01-02,1983,Crewe Alexandra,Torquay United,2-1,2,1,4,4,3,1,H
1984-01-02,1983,Darlington,Peterborough United,1-0,1,0,4,4,1,1,H
1984-01-02,1983,Northampton Town,Bury,1-0,1,0,4,4,1,1,H
1984-01-02,1983,Reading,Hereford United,3-1,3,1,4,4,4,2,H
1984-01-02,1983,Rochdale,Doncaster Rovers,3-3,3,3,4,4,6,0,D
1984-01-02,1983,Stockport County,Hartlepool United,1-0,1,0,4,4,1,1,H
1984-01-02,1983,York City,Mansfield Town,2-1,2,1,4,4,3,1,H
1984-01-06,1983,Stockport County,Reading,3-0,3,0,4,4,3,3,H
1984-01-07,1983,Aldershot,Hartlepool United,2-1,2,1,4,4,3,1,H
1984-01-07,1983,Chesterfield,Crewe Alexandra,1-3,1,3,4,4,4,-2,A
1984-01-07,1983,Doncaster Rovers,Mansfield Town,3-1,3,1,4,4,4,2,H
1984-01-07,1983,Halifax Town,Hereford United,2-1,2,1,4,4,3,1,H
1984-01-07,1983,Peterborough United,Wrexham,0-1,0,1,4,4,1,-1,A
1984-01-07,1983,Tranmere Rovers,Torquay United,3-0,3,0,4,4,3,3,H
1984-01-14,1983,Colchester United,Darlington,2-1,2,1,4,4,3,1,H
1984-01-14,1983,Crewe Alexandra,Rochdale,0-1,0,1,4,4,1,-1,A
1984-01-14,1983,Hereford United,Aldershot,2-1,2,1,4,4,3,1,H
1984-01-14,1983,Northampton Town,Chester,2-1,2,1,4,4,3,1,H
1984-01-14,1983,Reading,Blackpool,2-0,2,0,4,4,2,2,H
1984-01-14,1983,Swindon Town,Chesterfield,1-2,1,2,4,4,3,-1,A
1984-01-14,1983,Torquay United,Halifax Town,1-1,1,1,4,4,2,0,D
1984-01-14,1983,Wrexham,Doncaster Rovers,1-2,1,2,4,4,3,-1,A
1984-01-14,1983,York City,Stockport County,3-1,3,1,4,4,4,2,H
1984-01-18,1983,Hereford United,Bury,1-2,1,2,4,4,3,-1,A
1984-01-20,1983,Stockport County,Northampton Town,1-0,1,0,4,4,1,1,H
1984-01-21,1983,Aldershot,Torquay United,3-1,3,1,4,4,4,2,H
1984-01-21,1983,Blackpool,Swindon Town,1-1,1,1,4,4,2,0,D
1984-01-21,1983,Bristol City,Wrexham,2-1,2,1,4,4,3,1,H
1984-01-21,1983,Chesterfield,Reading,2-1,2,1,4,4,3,1,H
1984-01-21,1983,Halifax Town,Bury,0-0,0,0,4,4,0,0,D
1984-01-21,1983,Peterborough United,Hereford United,1-1,1,1,4,4,2,0,D
1984-01-24,1983,Swindon Town,Bristol City,1-1,1,1,4,4,2,0,D
1984-01-28,1983,Colchester United,Stockport County,1-1,1,1,4,4,2,0,D
1984-01-28,1983,Crewe Alexandra,Chester,1-1,1,1,4,4,2,0,D
1984-01-28,1983,Hartlepool United,Bristol City,2-2,2,2,4,4,4,0,D
1984-01-28,1983,Hereford United,Doncaster Rovers,0-3,0,3,4,4,3,-3,A
1984-01-28,1983,Reading,Rochdale,0-0,0,0,4,4,0,0,D
1984-01-28,1983,Torquay United,Peterborough United,1-0,1,0,4,4,1,1,H
1984-01-30,1983,Tranmere Rovers,Mansfield Town,1-0,1,0,4,4,1,1,H
1984-01-31,1983,Bristol City,Bury,3-2,3,2,4,4,5,1,H
1984-01-31,1983,York City,Chesterfield,1-0,1,0,4,4,1,1,H
1984-02-03,1983,Stockport County,Crewe Alexandra,2-3,2,3,4,4,5,-1,A
1984-02-03,1983,Tranmere Rovers,Hartlepool United,0-1,0,1,4,4,1,-1,A
1984-02-04,1983,Aldershot,Mansfield Town,7-1,7,1,4,4,8,6,H
1984-02-04,1983,Blackpool,York City,3-0,3,0,4,4,3,3,H
1984-02-04,1983,Bristol City,Hereford United,1-0,1,0,4,4,1,1,H
1984-02-04,1983,Chester,Colchester United,1-4,1,4,4,4,5,-3,A
1984-02-04,1983,Chesterfield,Northampton Town,2-1,2,1,4,4,3,1,H
1984-02-04,1983,Darlington,Reading,1-1,1,1,4,4,2,0,D
1984-02-04,1983,Doncaster Rovers,Torquay United,1-1,1,1,4,4,2,0,D
1984-02-04,1983,Halifax Town,Wrexham,1-1,1,1,4,4,2,0,D
1984-02-04,1983,Peterborough United,Bury,2-1,2,1,4,4,3,1,H
1984-02-04,1983,Rochdale,Swindon Town,3-3,3,3,4,4,6,0,D
1984-02-07,1983,Bury,Tranmere Rovers,0-0,0,0,4,4,0,0,D
1984-02-08,1983,Chester,Swindon Town,0-3,0,3,4,4,3,-3,A
1984-02-11,1983,Bury,Doncaster Rovers,2-3,2,3,4,4,5,-1,A
1984-02-11,1983,Colchester United,Chesterfield,2-0,2,0,4,4,2,2,H
1984-02-11,1983,Crewe Alexandra,Blackpool,2-1,2,1,4,4,3,1,H
1984-02-11,1983,Hartlepool United,Halifax Town,3-0,3,0,4,4,3,3,H
1984-02-11,1983,Hereford United,Tranmere Rovers,0-1,0,1,4,4,1,-1,A
1984-02-11,1983,Mansfield Town,Peterborough United,0-0,0,0,4,4,0,0,D
1984-02-11,1983,Northampton Town,Rochdale,1-1,1,1,4,4,2,0,D
1984-02-11,1983,Reading,Chester,1-0,1,0,4,4,1,1,H
1984-02-11,1983,Swindon Town,Stockport County,2-1,2,1,4,4,3,1,H
1984-02-11,1983,Torquay United,Bristol City,1-0,1,0,4,4,1,1,H
1984-02-11,1983,Wrexham,Aldershot,1-1,1,1,4,4,2,0,D
1984-02-11,1983,York City,Darlington,2-0,2,0,4,4,2,2,H
1984-02-13,1983,Stockport County,Bury,1-1,1,1,4,4,2,0,D
1984-02-13,1983,Tranmere Rovers,Darlington,0-1,0,1,4,4,1,-1,A
1984-02-14,1983,Bristol City,Blackpool,1-1,1,1,4,4,2,0,D
1984-02-14,1983,Colchester United,Doncaster Rovers,1-1,1,1,4,4,2,0,D
1984-02-14,1983,Halifax Town,Chester,2-2,2,2,4,4,4,0,D
