Date,Season,home,visitor,FT,hgoal,vgoal,division,tier,totgoal,goaldif,result
2008-10-18,2008,Aldershot,Brentford,1-1,1,1,4,4,2,0,D
2008-10-18,2008,Bradford City,Gillingham,2-2,2,2,4,4,4,0,D
2008-10-18,2008,Dagenham and Redbridge,Bury,1-3,1,3,4,4,4,-2,A
2008-10-18,2008,Exeter City,Grimsby Town,0-0,0,0,4,4,0,0,D
2008-10-18,2008,Lincoln City,Chesterfield,3-1,3,1,4,4,4,2,H
2008-10-18,2008,Luton Town,Accrington,1-2,1,2,4,4,3,-1,A
2008-10-18,2008,Morecambe,Rochdale,1-1,1,1,4,4,2,0,D
2008-10-18,2008,Notts County,Macclesfield,1-1,1,1,4,4,2,0,D
2008-10-18,2008,Rotherham United,Barnet,3-4,3,4,4,4,7,-1,A
2008-10-18,2008,Shrewsbury Town,AFC Bournemouth,4-1,4,1,4,4,5,3,H
2008-10-18,2008,Wycombe Wanderers,Darlington,1-1,1,1,4,4,2,0,D
2008-10-19,2008,Chester,Port Vale,1-2,1,2,4,4,3,-1,A
2008-10-20,2008,Darlington,Bradford City,2-1,2,1,4,4,3,1,H
2008-10-21,2008,Accrington,Shrewsbury Town,2-1,2,1,4,4,3,1,H
2008-10-21,2008,AFC Bournemouth,Dagenham and Redbridge,2-1,2,1,4,4,3,1,H
2008-10-21,2008,Barnet,Wycombe Wanderers,1-1,1,1,4,4,2,0,D
2008-10-21,2008,Brentford,Morecambe,3-1,3,1,4,4,4,2,H
2008-10-21,2008,Bury,Rotherham United,1-2,1,2,4,4,3,-1,A
2008-10-21,2008,Gillingham,Notts County,2-2,2,2,4,4,4,0,D
2008-10-21,2008,Grimsby Town,Luton Town,2-2,2,2,4,4,4,0,D
2008-10-21,2008,Macclesfield,Lincoln City,1-2,1,2,4,4,3,-1,A
2008-10-21,2008,Port Vale,Exeter City,1-3,1,3,4,4,4,-2,A
2008-10-21,2008,Rochdale,Chester,6-1,6,1,4,4,7,5,H
2008-10-22,2008,Chesterfield,Aldershot,5-1,5,1,4,4,6,4,H
2008-10-24,2008,Grimsby Town,Bradford City,1-3,1,3,4,4,4,-2,A
2008-10-25,2008,Accrington,Wycombe Wanderers,0-1,0,1,4,4,1,-1,A
2008-10-25,2008,AFC Bournemouth,Lincoln City,0-1,0,1,4,4,1,-1,A
2008-10-25,2008,Barnet,Exeter City,0-1,0,1,4,4,1,-1,A
2008-10-25,2008,Brentford,Shrewsbury Town,1-1,1,1,4,4,2,0,D
2008-10-25,2008,Bury,Luton Town,1-2,1,2,4,4,3,-1,A
2008-10-25,2008,Chesterfield,Notts County,3-1,3,1,4,4,4,2,H
2008-10-25,2008,Darlington,Dagenham and Redbridge,3-0,3,0,4,4,3,3,H
2008-10-25,2008,Gillingham,Chester,2-0,2,0,4,4,2,2,H
2008-10-25,2008,Macclesfield,Rotherham United,1-2,1,2,4,4,3,-1,A
2008-10-25,2008,Port Vale,Morecambe,2-1,2,1,4,4,3,1,H
2008-10-25,2008,Rochdale,Aldershot,3-1,3,1,4,4,4,2,H
2008-10-28,2008,Aldershot,Port Vale,1-0,1,0,4,4,1,1,H
2008-10-28,2008,Bradford City,Bury,1-0,1,0,4,4,1,1,H
2008-10-28,2008,Chester,Brentford,3-0,3,0,4,4,3,3,H
2008-10-28,2008,Dagenham and Redbridge,Grimsby Town,4-0,4,0,4,4,4,4,H
2008-10-28,2008,Exeter City,Chesterfield,1-6,1,6,4,4,7,-5,A
2008-10-28,2008,Lincoln City,Gillingham,2-0,2,0,4,4,2,2,H
2008-10-28,2008,Morecambe,Accrington,1-1,1,1,4,4,2,0,D
2008-10-28,2008,Notts County,Rochdale,1-2,1,2,4,4,3,-1,A
2008-10-28,2008,Rotherham United,Darlington,0-1,0,1,4,4,1,-1,A
2008-10-28,2008,Shrewsbury Town,Barnet,2-2,2,2,4,4,4,0,D
2008-11-01,2008,AFC Bournemouth,Chesterfield,1-1,1,1,4,4,2,0,D
2008-11-01,2008,Bradford City,Barnet,3-3,3,3,4,4,6,0,D
2008-11-01,2008,Brentford,Rochdale,1-2,1,2,4,4,3,-1,A
2008-11-01,2008,Dagenham and Redbridge,Accrington,0-0,0,0,4,4,0,0,D
2008-11-01,2008,Exeter City,Chester,2-0,2,0,4,4,2,2,H
2008-11-01,2008,Grimsby Town,Darlington,1-2,1,2,4,4,3,-1,A
2008-11-01,2008,Lincoln City,Port Vale,0-1,0,1,4,4,1,-1,A
2008-11-01,2008,Macclesfield,Gillingham,0-1,0,1,4,4,1,-1,A
2008-11-01,2008,Morecambe,Aldershot,2-0,2,0,4,4,2,2,H
2008-11-01,2008,Notts County,Bury,0-1,0,1,4,4,1,-1,A
2008-11-01,2008,Rotherham United,Wycombe Wanderers,0-0,0,0,4,4,0,0,D
2008-11-01,2008,Shrewsbury Town,Luton Town,3-0,3,0,4,4,3,3,H
2008-11-14,2008,Chesterfield,Shrewsbury Town,2-2,2,2,4,4,4,0,D
2008-11-15,2008,Accrington,AFC Bournemouth,3-0,3,0,4,4,3,3,H
2008-11-15,2008,Aldershot,Exeter City,1-0,1,0,4,4,1,1,H
2008-11-15,2008,Barnet,Notts County,0-4,0,4,4,4,4,-4,A
2008-11-15,2008,Bury,Grimsby Town,0-2,0,2,4,4,2,-2,A
2008-11-15,2008,Chester,Morecambe,1-2,1,2,4,4,3,-1,A
2008-11-15,2008,Darlington,Lincoln City,2-0,2,0,4,4,2,2,H
2008-11-15,2008,Gillingham,Rotherham United,4-0,4,0,4,4,4,4,H
2008-11-15,2008,Luton Town,Dagenham and Redbridge,2-1,2,1,4,4,3,1,H
2008-11-15,2008,Port Vale,Brentford,0-3,0,3,4,4,3,-3,A
2008-11-15,2008,Rochdale,Macclesfield,1-1,1,1,4,4,2,0,D
2008-11-15,2008,Wycombe Wanderers,Bradford City,1-0,1,0,4,4,1,1,H
2008-11-21,2008,Grimsby Town,AFC Bournemouth,3-3,3,3,4,4,6,0,D
2008-11-22,2008,Barnet,Macclesfield,1-3,1,3,4,4,4,-2,A
2008-11-22,2008,Brentford,Darlington,1-1,1,1,4,4,2,0,D
2008-11-22,2008,Bury,Gillingham,4-0,4,0,4,4,4,4,H
2008-11-22,2008,Chester,Aldershot,0-1,0,1,4,4,1,-1,A
2008-11-22,2008,Chesterfield,Accrington,1-1,1,1,4,4,2,0,D
2008-11-22,2008,Dagenham and Redbridge,Notts County,6-1,6,1,4,4,7,5,H
2008-11-22,2008,Lincoln City,Shrewsbury Town,0-0,0,0,4,4,0,0,D
2008-11-22,2008,Morecambe,Exeter City,1-1,1,1,4,4,2,0,D
2008-11-22,2008,Rochdale,Luton Town,2-0,2,0,4,4,2,2,H
2008-11-22,2008,Rotherham United,Bradford City,0-2,0,2,4,4,2,-2,A
2008-11-22,2008,Wycombe Wanderers,Port Vale,4-2,4,2,4,4,6,2,H
2008-11-25,2008,AFC Bournemouth,Morecambe,0-0,0,0,4,4,0,0,D
2008-11-25,2008,Aldershot,Lincoln City,2-0,2,0,4,4,2,2,H
2008-11-25,2008,Bradford City,Chesterfield,3-2,3,2,4,4,5,1,H
2008-11-25,2008,Darlington,Chester,1-2,1,2,4,4,3,-1,A
2008-11-25,2008,Exeter City,Rotherham United,1-1,1,1,4,4,2,0,D
2008-11-25,2008,Gillingham,Rochdale,1-1,1,1,4,4,2,0,D
2008-11-25,2008,Luton Town,Brentford,0-1,0,1,4,4,1,-1,A
2008-11-25,2008,Macclesfield,Grimsby Town,1-0,1,0,4,4,1,1,H
2008-11-25,2008,Notts County,Wycombe Wanderers,0-2,0,2,4,4,2,-2,A
2008-11-25,2008,Port Vale,Barnet,0-0,0,0,4,4,0,0,D
2008-11-25,2008,Shrewsbury Town,Dagenham and Redbridge,2-1,2,1,4,4,3,1,H
2008-11-29,2008,Accrington,Bury,1-2,1,2,4,4,3,-1,A
2008-12-02,2008,Luton Town,AFC Bournemouth,3-3,3,3,4,4,6,0,D
2008-12-02,2008,Wycombe Wanderers,Macclesfield,4-0,4,0,4,4,4,4,H
2008-12-06,2008,AFC Bournemouth,Chester,1-0,1,0,4,4,1,1,H
2008-12-06,2008,Aldershot,Wycombe Wanderers,3-2,3,2,4,4,5,1,H
2008-12-06,2008,Bradford City,Dagenham and Redbridge,1-1,1,1,4,4,2,0,D
2008-12-06,2008,Exeter City,Lincoln City,2-1,2,1,4,4,3,1,H
2008-12-06,2008,Gillingham,Chesterfield,2-1,2,1,4,4,3,1,H
2008-12-06,2008,Luton Town,Barnet,3-1,3,1,4,4,4,2,H
2008-12-06,2008,Macclesfield,Bury,1-1,1,1,4,4,2,0,D
2008-12-06,2008,Notts County,Morecambe,1-0,1,0,4,4,1,1,H
2008-12-06,2008,Port Vale,Grimsby Town,2-1,2,1,4,4,3,1,H
2008-12-06,2008,Shrewsbury Town,Rotherham United,1-0,1,0,4,4,1,1,H
2008-12-12,2008,Chesterfield,Macclesfield,2-4,2,4,4,4,6,-2,A
2008-12-12,2008,Lincoln City,Accrington,5-1,5,1,4,4,6,4,H
2008-12-13,2008,Barnet,Gillingham,2-2,2,2,4,4,4,0,D
2008-12-13,2008,Brentford,Bradford City,2-1,2,1,4,4,3,1,H
2008-12-13,2008,Bury,Port Vale,3-0,3,0,4,4,3,3,H
2008-12-13,2008,Chester,Notts County,2-0,2,0,4,4,2,2,H
2008-12-13,2008,Grimsby Town,Shrewsbury Town,1-0,1,0,4,4,1,1,H
2008-12-13,2008,Morecambe,Darlington,1-0,1,0,4,4,1,1,H
2008-12-13,2008,Rochdale,AFC Bournemouth,1-1,1,1,4,4,2,0,D
2008-12-13,2008,Wycombe Wanderers,Luton Town,0-0,0,0,4,4,0,0,D
2008-12-20,2008,Accrington,Rotherham United,1-3,1,3,4,4,4,-2,A
2008-12-20,2008,AFC Bournemouth,Bury,2-0,2,0,4,4,2,2,H
2008-12-20,2008,Aldershot,Grimsby Town,2-2,2,2,4,4,4,0,D
2008-12-20,2008,Bradford City,Chester,0-0,0,0,4,4,0,0,D
2008-12-20,2008,Darlington,Barnet,2-2,2,2,4,4,4,0,D
2008-12-20,2008,Exeter City,Rochdale,4-1,4,1,4,4,5,3,H
2008-12-20,2008,Gillingham,Brentford,1-1,1,1,4,4,2,0,D
2008-12-20,2008,Luton Town,Morecambe,1-1,1,1,4,4,2,0,D
2008-12-20,2008,Macclesfield,Dagenham and Redbridge,0-4,0,4,4,4,4,-4,A
2008-12-20,2008,Notts County,Lincoln City,0-1,0,1,4,4,1,-1,A
2008-12-20,2008,Port Vale,Chesterfield,0-1,0,1,4,4,1,-1,A
2008-12-20,2008,Shrewsbury Town,Wycombe Wanderers,0-1,0,1,4,4,1,-1,A
2008-12-26,2008,Barnet,Aldershot,0-3,0,3,4,4,3,-3,A
2008-12-26,2008,Brentford,AFC Bournemouth,2-0,2,0,4,4,2,2,H
2008-12-26,2008,Bury,Darlington,2-2,2,2,4,4,4,0,D
2008-12-26,2008,Chester,Accrington,2-0,2,0,4,4,2,2,H
2008-12-26,2008,Chesterfield,Luton Town,2-2,2,2,4,4,4,0,D
2008-12-26,2008,Dagenham and Redbridge,Gillingham,2-0,2,0,4,4,2,2,H
2008-12-26,2008,Grimsby Town,Notts County,0-1,0,1,4,4,1,-1,A
2008-12-26,2008,Lincoln City,Bradford City,0-0,0,0,4,4,0,0,D
2008-12-26,2008,Morecambe,Macclesfield,4-1,4,1,4,4,5,3,H
2008-12-26,2008,Rochdale,Shrewsbury Town,2-1,2,1,4,4,3,1,H
2008-12-26,2008,Rotherham United,Port Vale,1-0,1,0,4,4,1,1,H
2008-12-26,2008,Wycombe Wanderers,Exeter City,1-1,1,1,4,4,2,0,D
2008-12-28,2008,Accrington,Grimsby Town,3-1,3,1,4,4,4,2,H
2008-12-28,2008,AFC Bournemouth,Barnet,0-2,0,2,4,4,2,-2,A
2008-12-28,2008,Aldershot,Dagenham and Redbridge,1-2,1,2,4,4,3,-1,A
2008-12-28,2008,Bradford City,Morecambe,4-0,4,0,4,4,4,4,H
2008-12-28,2008,Darlington,Chesterfield,0-0,0,0,4,4,0,0,D
2008-12-28,2008,Exeter City,Brentford,0-2,0,2,4,4,2,-2,A
2008-12-28,2008,Gillingham,Wycombe Wanderers,1-1,1,1,4,4,2,0,D
2008-12-28,2008,Luton Town,Lincoln City,3-2,3,2,4,4,5,1,H
2008-12-28,2008,Macclesfield,Chester,3-1,3,1,4,4,4,2,H
2008-12-28,2008,Notts County,Rotherham United,0-3,0,3,4,4,3,-3,A
2008-12-28,2008,Port Vale,Rochdale,2-1,2,1,4,4,3,1,H
2008-12-28,2008,Shrewsbury Town,Bury,1-0,1,0,4,4,1,1,H
2009-01-03,2008,Bradford City,Shrewsbury Town,0-0,0,0,4,4,0,0,D
2009-01-03,2008,Darlington,AFC Bournemouth,2-1,2,1,4,4,3,1,H
2009-01-03,2008,Rochdale,Accrington,3-1,3,1,4,4,4,2,H
2009-01-03,2008,Rotherham United,Dagenham and Redbridge,1-1,1,1,4,4,2,0,D
2009-01-03,2008,Wycombe Wanderers,Bury,2-1,2,1,4,4,3,1,H
2009-01-10,2008,Bury,Barnet,1-0,1,0,4,4,1,1,H
2009-01-10,2008,Lincoln City,Brentford,2-2,2,2,4,4,4,0,D
2009-01-10,2008,Notts County,Exeter City,2-1,2,1,4,4,3,1,H
2009-01-13,2008,Chester,Luton Town,2-2,2,2,4,4,4,0,D
2009-01-17,2008,Aldershot,Macclesfield,1-1,1,1,4,4,2,0,D
2009-01-17,2008,Barnet,Dagenham and Redbridge,1-1,1,1,4,4,2,0,D
2009-01-17,2008,Bradford City,Accrington,1-1,1,1,4,4,2,0,D
2009-01-17,2008,Brentford,Notts County,1-1,1,1,4,4,2,0,D
2009-01-17,2008,Chester,Chesterfield,1-3,1,3,4,4,4,-2,A
2009-01-17,2008,Darlington,Luton Town,5-1,5,1,4,4,6,4,H
2009-01-17,2008,Exeter City,Bury,0-0,0,0,4,4,0,0,D
2009-01-17,2008,Morecambe,Gillingham,0-1,0,1,4,4,1,-1,A
2009-01-17,2008,Port Vale,Shrewsbury Town,1-1,1,1,4,4,2,0,D
2009-01-17,2008,Rochdale,Lincoln City,2-2,2,2,4,4,4,0,D
2009-01-17,2008,Rotherham United,AFC Bournemouth,1-0,1,0,4,4,1,1,H
2009-01-17,2008,Wycombe Wanderers,Grimsby Town,0-1,0,1,4,4,1,-1,A
2009-01-20,2008,Aldershot,Notts County,2-2,2,2,4,4,4,0,D
2009-01-20,2008,Dagenham and Redbridge,Exeter City,1-2,1,2,4,4,3,-1,A
2009-01-20,2008,Port Vale,Gillingham,1-3,1,3,4,4,4,-2,A
2009-01-24,2008,Accrington,Barnet,1-1,1,1,4,4,2,0,D
2009-01-24,2008,AFC Bournemouth,Wycombe Wanderers,3-1,3,1,4,4,4,2,H
2009-01-24,2008,Bury,Aldershot,2-1,2,1,4,4,3,1,H
2009-01-24,2008,Chesterfield,Morecambe,1-2,1,2,4,4,3,-1,A
2009-01-24,2008,Dagenham and Redbridge,Rochdale,3-2,3,2,4,4,5,1,H
2009-01-24,2008,Gillingham,Exeter City,1-0,1,0,4,4,1,1,H
2009-01-24,2008,Grimsby Town,Rotherham United,3-0,3,0,4,4,3,3,H
2009-01-24,2008,Lincoln City,Chester,1-1,1,1,4,4,2,0,D
2009-01-24,2008,Luton Town,Bradford City,3-3,3,3,4,4,6,0,D
2009-01-24,2008,Macclesfield,Brentford,2-0,2,0,4,4,2,2,H
2009-01-24,2008,Notts County,Port Vale,4-2,4,2,4,4,6,2,H
2009-01-24,2008,Shrewsbury Town,Darlington,1-0,1,0,4,4,1,1,H
2009-01-27,2008,Accrington,Morecambe,1-0,1,0,4,4,1,1,H
2009-01-27,2008,AFC Bournemouth,Luton Town,1-1,1,1,4,4,2,0,D
2009-01-27,2008,Barnet,Shrewsbury Town,0-0,0,0,4,4,0,0,D
2009-01-27,2008,Brentford,Aldershot,3-0,3,0,4,4,3,3,H
2009-01-27,2008,Bury,Bradford City,1-0,1,0,4,4,1,1,H
2009-01-27,2008,Darlington,Rotherham United,1-0,1,0,4,4,1,1,H
2009-01-27,2008,Gillingham,Lincoln City,1-2,1,2,4,4,3,-1,A
2009-01-27,2008,Grimsby Town,Dagenham and Redbridge,1-1,1,1,4,4,2,0,D
2009-01-27,2008,Macclesfield,Wycombe Wanderers,0-0,0,0,4,4,0,0,D
2009-01-27,2008,Port Vale,Chester,3-0,3,0,4,4,3,3,H
2009-01-27,2008,Rochdale,Notts County,3-0,3,0,4,4,3,3,H
2009-01-28,2008,Chesterfield,Exeter City,2-1,2,1,4,4,3,1,H
2009-01-31,2008,Aldershot,Rochdale,2-4,2,4,4,4,6,-2,A
2009-01-31,2008,Bradford City,Grimsby Town,2-0,2,0,4,4,2,2,H
2009-01-31,2008,Chester,Gillingham,0-1,0,1,4,4,1,-1,A
2009-01-31,2008,Dagenham and Redbridge,Darlington,0-1,0,1,4,4,1,-1,A
2009-01-31,2008,Exeter City,Barnet,2-1,2,1,4,4,3,1,H
2009-01-31,2008,Lincoln City,AFC Bournemouth,3-3,3,3,4,4,6,0,D
2009-01-31,2008,Luton Town,Bury,1-2,1,2,4,4,3,-1,A
2009-01-31,2008,Morecambe,Port Vale,1-1,1,1,4,4,2,0,D
2009-01-31,2008,Notts County,Chesterfield,0-1,0,1,4,4,1,-1,A
2009-01-31,2008,Rotherham United,Macclesfield,2-0,2,0,4,4,2,2,H
2009-01-31,2008,Shrewsbury Town,Brentford,1-3,1,3,4,4,4,-2,A
2009-01-31,2008,Wycombe Wanderers,Accrington,2-1,2,1,4,4,3,1,H
2009-02-03,2008,Chester,Rochdale,0-2,0,2,4,4,2,-2,A
2009-02-03,2008,Morecambe,Brentford,2-0,2,0,4,4,2,2,H
