Date,Season,home,visitor,FT,hgoal,vgoal,division,tier,totgoal,goaldif,result
1960-09-19,1960,Darlington,Millwall,5-2,5,2,4,4,7,3,H
1960-09-19,1960,Hartlepool United,Exeter City,0-0,0,0,4,4,0,0,D
1960-09-19,1960,Mansfield Town,Carlisle United,1-3,1,3,4,4,4,-2,A
1960-09-19,1960,Northampton Town,Chester,3-2,3,2,4,4,5,1,H
1960-09-20,1960,Doncaster Rovers,Peterborough United,1-2,1,2,4,4,3,-1,A
1960-09-20,1960,Rochdale,Oldham Athletic,3-0,3,0,4,4,3,3,H
1960-09-20,1960,Southport,Crystal Palace,3-3,3,3,4,4,6,0,D
1960-09-21,1960,Gillingham,York City,3-2,3,2,4,4,5,1,H
1960-09-21,1960,Workington,Aldershot,0-4,0,4,4,4,4,-4,A
1960-09-21,1960,Wrexham,Stockport County,1-3,1,3,4,4,4,-2,A
1960-09-24,1960,Accrington Stanley,Oldham Athletic,5-1,5,1,4,4,6,4,H
1960-09-24,1960,Barrow,Northampton Town,1-0,1,0,4,4,1,1,H
1960-09-24,1960,Carlisle United,Doncaster Rovers,2-1,2,1,4,4,3,1,H
1960-09-24,1960,Crewe Alexandra,Chester,5-2,5,2,4,4,7,3,H
1960-09-24,1960,Exeter City,Peterborough United,3-4,3,4,4,4,7,-1,A
1960-09-24,1960,Gillingham,Bradford Park Avenue,3-4,3,4,4,4,7,-1,A
1960-09-24,1960,Mansfield Town,Darlington,2-1,2,1,4,4,3,1,H
1960-09-24,1960,Millwall,Aldershot,2-2,2,2,4,4,4,0,D
1960-09-24,1960,Rochdale,Crystal Palace,2-2,2,2,4,4,4,0,D
1960-09-24,1960,Stockport County,Southport,2-0,2,0,4,4,2,2,H
1960-09-24,1960,Wrexham,Hartlepool United,1-0,1,0,4,4,1,1,H
1960-09-24,1960,York City,Workington,4-0,4,0,4,4,4,4,H
1960-09-26,1960,Accrington Stanley,Barrow,0-0,0,0,4,4,0,0,D
1960-09-26,1960,Exeter City,Hartlepool United,2-1,2,1,4,4,3,1,H
1960-09-26,1960,Millwall,Darlington,0-1,0,1,4,4,1,-1,A
1960-09-26,1960,Peterborough United,Doncaster Rovers,6-2,6,2,4,4,8,4,H
1960-09-26,1960,Stockport County,Wrexham,1-0,1,0,4,4,1,1,H
1960-09-26,1960,York City,Gillingham,0-0,0,0,4,4,0,0,D
1960-09-27,1960,Carlisle United,Mansfield Town,3-1,3,1,4,4,4,2,H
1960-09-27,1960,Oldham Athletic,Rochdale,0-2,0,2,4,4,2,-2,A
1960-09-28,1960,Aldershot,Workington,0-0,0,0,4,4,0,0,D
1960-09-28,1960,Crewe Alexandra,Bradford Park Avenue,1-1,1,1,4,4,2,0,D
1960-09-28,1960,Crystal Palace,Southport,5-0,5,0,4,4,5,5,H
1960-10-01,1960,Aldershot,Accrington Stanley,3-1,3,1,4,4,4,2,H
1960-10-01,1960,Bradford Park Avenue,Barrow,4-0,4,0,4,4,4,4,H
1960-10-01,1960,Chester,Wrexham,1-0,1,0,4,4,1,1,H
1960-10-01,1960,Crystal Palace,Mansfield Town,4-1,4,1,4,4,5,3,H
1960-10-01,1960,Darlington,Stockport County,2-0,2,0,4,4,2,2,H
1960-10-01,1960,Doncaster Rovers,Rochdale,3-2,3,2,4,4,5,1,H
1960-10-01,1960,Gillingham,Peterborough United,4-4,4,4,4,4,8,0,D
1960-10-01,1960,Hartlepool United,Carlisle United,0-1,0,1,4,4,1,-1,A
1960-10-01,1960,Northampton Town,Millwall,2-2,2,2,4,4,4,0,D
1960-10-01,1960,Oldham Athletic,York City,3-1,3,1,4,4,4,2,H
1960-10-01,1960,Southport,Exeter City,2-0,2,0,4,4,2,2,H
1960-10-01,1960,Workington,Crewe Alexandra,0-0,0,0,4,4,0,0,D
1960-10-03,1960,Accrington Stanley,Northampton Town,3-2,3,2,4,4,5,1,H
1960-10-03,1960,Millwall,Bradford Park Avenue,5-1,5,1,4,4,6,4,H
1960-10-03,1960,Peterborough United,Southport,3-4,3,4,4,4,7,-1,A
1960-10-03,1960,Rochdale,Hartlepool United,4-0,4,0,4,4,4,4,H
1960-10-03,1960,Stockport County,Crystal Palace,5-2,5,2,4,4,7,3,H
1960-10-03,1960,York City,Aldershot,4-1,4,1,4,4,5,3,H
1960-10-05,1960,Crewe Alexandra,Oldham Athletic,2-1,2,1,4,4,3,1,H
1960-10-05,1960,Exeter City,Darlington,1-3,1,3,4,4,4,-2,A
1960-10-05,1960,Workington,Chester,1-0,1,0,4,4,1,1,H
1960-10-05,1960,Wrexham,Carlisle United,2-1,2,1,4,4,3,1,H
1960-10-08,1960,Carlisle United,Crewe Alexandra,0-1,0,1,4,4,1,-1,A
1960-10-08,1960,Crystal Palace,Barrow,4-2,4,2,4,4,6,2,H
1960-10-08,1960,Darlington,Gillingham,2-2,2,2,4,4,4,0,D
1960-10-08,1960,Doncaster Rovers,Millwall,3-0,3,0,4,4,3,3,H
1960-10-08,1960,Exeter City,Aldershot,1-0,1,0,4,4,1,1,H
1960-10-08,1960,Hartlepool United,Accrington Stanley,4-1,4,1,4,4,5,3,H
1960-10-08,1960,Mansfield Town,Workington,2-0,2,0,4,4,2,2,H
1960-10-08,1960,Peterborough United,Northampton Town,3-3,3,3,4,4,6,0,D
1960-10-08,1960,Rochdale,Chester,2-0,2,0,4,4,2,2,H
1960-10-08,1960,Southport,Bradford Park Avenue,2-3,2,3,4,4,5,-1,A
1960-10-08,1960,Stockport County,Oldham Athletic,0-1,0,1,4,4,1,-1,A
1960-10-08,1960,Wrexham,York City,4-0,4,0,4,4,4,4,H
1960-10-14,1960,Accrington Stanley,Wrexham,0-3,0,3,4,4,3,-3,A
1960-10-15,1960,Aldershot,Peterborough United,1-1,1,1,4,4,2,0,D
1960-10-15,1960,Barrow,Doncaster Rovers,2-1,2,1,4,4,3,1,H
1960-10-15,1960,Bradford Park Avenue,Darlington,1-0,1,0,4,4,1,1,H
1960-10-15,1960,Chester,Mansfield Town,3-3,3,3,4,4,6,0,D
1960-10-15,1960,Crewe Alexandra,Rochdale,3-0,3,0,4,4,3,3,H
1960-10-15,1960,Gillingham,Crystal Palace,1-2,1,2,4,4,3,-1,A
1960-10-15,1960,Millwall,Hartlepool United,5-2,5,2,4,4,7,3,H
1960-10-15,1960,Northampton Town,Southport,3-1,3,1,4,4,4,2,H
1960-10-15,1960,Oldham Athletic,Exeter City,5-2,5,2,4,4,7,3,H
1960-10-15,1960,Workington,Stockport County,1-0,1,0,4,4,1,1,H
1960-10-15,1960,York City,Carlisle United,4-0,4,0,4,4,4,4,H
1960-10-22,1960,Carlisle United,Accrington Stanley,3-1,3,1,4,4,4,2,H
1960-10-22,1960,Crystal Palace,Bradford Park Avenue,4-1,4,1,4,4,5,3,H
1960-10-22,1960,Darlington,Northampton Town,1-1,1,1,4,4,2,0,D
1960-10-22,1960,Doncaster Rovers,Gillingham,2-3,2,3,4,4,5,-1,A
1960-10-22,1960,Exeter City,Workington,0-0,0,0,4,4,0,0,D
1960-10-22,1960,Hartlepool United,Barrow,0-2,0,2,4,4,2,-2,A
1960-10-22,1960,Mansfield Town,Crewe Alexandra,1-1,1,1,4,4,2,0,D
1960-10-22,1960,Peterborough United,Oldham Athletic,2-2,2,2,4,4,4,0,D
1960-10-22,1960,Rochdale,York City,0-0,0,0,4,4,0,0,D
1960-10-22,1960,Southport,Aldershot,1-1,1,1,4,4,2,0,D
1960-10-22,1960,Stockport County,Chester,1-1,1,1,4,4,2,0,D
1960-10-22,1960,Wrexham,Millwall,0-1,0,1,4,4,1,-1,A
1960-10-29,1960,Accrington Stanley,Rochdale,2-0,2,0,4,4,2,2,H
1960-10-29,1960,Aldershot,Darlington,1-3,1,3,4,4,4,-2,A
1960-10-29,1960,Barrow,Wrexham,1-1,1,1,4,4,2,0,D
1960-10-29,1960,Bradford Park Avenue,Doncaster Rovers,1-1,1,1,4,4,2,0,D
1960-10-29,1960,Chester,Exeter City,4-4,4,4,4,4,8,0,D
1960-10-29,1960,Crewe Alexandra,Stockport County,4-1,4,1,4,4,5,3,H
1960-10-29,1960,Gillingham,Hartlepool United,5-1,5,1,4,4,6,4,H
1960-10-29,1960,Millwall,Carlisle United,4-2,4,2,4,4,6,2,H
1960-10-29,1960,Northampton Town,Crystal Palace,1-2,1,2,4,4,3,-1,A
1960-10-29,1960,Oldham Athletic,Southport,3-2,3,2,4,4,5,1,H
1960-10-29,1960,Workington,Peterborough United,0-3,0,3,4,4,3,-3,A
1960-10-29,1960,York City,Mansfield Town,3-2,3,2,4,4,5,1,H
1960-11-12,1960,Accrington Stanley,Stockport County,4-1,4,1,4,4,5,3,H
1960-11-12,1960,Aldershot,Doncaster Rovers,5-0,5,0,4,4,5,5,H
1960-11-12,1960,Barrow,Rochdale,1-0,1,0,4,4,1,1,H
1960-11-12,1960,Bradford Park Avenue,Wrexham,3-1,3,1,4,4,4,2,H
1960-11-12,1960,Chester,Southport,1-0,1,0,4,4,1,1,H
1960-11-12,1960,Crewe Alexandra,Peterborough United,3-1,3,1,4,4,4,2,H
1960-11-12,1960,Gillingham,Carlisle United,1-1,1,1,4,4,2,0,D
1960-11-12,1960,Millwall,Mansfield Town,3-0,3,0,4,4,3,3,H
1960-11-12,1960,Northampton Town,Hartlepool United,3-3,3,3,4,4,6,0,D
1960-11-12,1960,Oldham Athletic,Crystal Palace,4-3,4,3,4,4,7,1,H
1960-11-12,1960,Workington,Darlington,1-3,1,3,4,4,4,-2,A
1960-11-12,1960,York City,Exeter City,6-1,6,1,4,4,7,5,H
1960-11-19,1960,Carlisle United,Bradford Park Avenue,2-2,2,2,4,4,4,0,D
1960-11-19,1960,Crystal Palace,Workington,4-2,4,2,4,4,6,2,H
1960-11-19,1960,Darlington,Chester,5-1,5,1,4,4,6,4,H
1960-11-19,1960,Doncaster Rovers,Oldham Athletic,2-1,2,1,4,4,3,1,H
1960-11-19,1960,Exeter City,Accrington Stanley,2-4,2,4,4,4,6,-2,A
1960-11-19,1960,Hartlepool United,Aldershot,3-1,3,1,4,4,4,2,H
1960-11-19,1960,Mansfield Town,Barrow,5-1,5,1,4,4,6,4,H
1960-11-19,1960,Peterborough United,York City,1-1,1,1,4,4,2,0,D
1960-11-19,1960,Rochdale,Gillingham,2-0,2,0,4,4,2,2,H
1960-11-19,1960,Southport,Crewe Alexandra,2-0,2,0,4,4,2,2,H
1960-11-19,1960,Stockport County,Millwall,3-1,3,1,4,4,4,2,H
1960-11-19,1960,Wrexham,Northampton Town,2-2,2,2,4,4,4,0,D
1960-11-26,1960,Barrow,Bradford Park Avenue,5-0,5,0,4,4,5,5,H
1960-11-26,1960,Chester,Workington,2-2,2,2,4,4,4,0,D
1960-12-03,1960,Carlisle United,Aldershot,2-2,2,2,4,4,4,0,D
1960-12-03,1960,Crystal Palace,Crewe Alexandra,0-0,0,0,4,4,0,0,D
1960-12-03,1960,Darlington,York City,2-1,2,1,4,4,3,1,H
1960-12-03,1960,Doncaster Rovers,Chester,2-1,2,1,4,4,3,1,H
1960-12-03,1960,Exeter City,Barrow,2-2,2,2,4,4,4,0,D
1960-12-03,1960,Hartlepool United,Workington,4-1,4,1,4,4,5,3,H
1960-12-03,1960,Peterborough United,Millwall,4-2,4,2,4,4,6,2,H
1960-12-03,1960,Rochdale,Northampton Town,1-1,1,1,4,4,2,0,D
1960-12-03,1960,Southport,Accrington Stanley,3-0,3,0,4,4,3,3,H
1960-12-03,1960,Wrexham,Oldham Athletic,2-2,2,2,4,4,4,0,D
1960-12-10,1960,Accrington Stanley,Darlington,2-2,2,2,4,4,4,0,D
1960-12-10,1960,Aldershot,Rochdale,3-0,3,0,4,4,3,3,H
1960-12-10,1960,Barrow,Peterborough United,2-1,2,1,4,4,3,1,H
1960-12-10,1960,Bradford Park Avenue,Stockport County,4-2,4,2,4,4,6,2,H
1960-12-10,1960,Chester,Hartlepool United,1-2,1,2,4,4,3,-1,A
1960-12-10,1960,Crewe Alexandra,Doncaster Rovers,1-1,1,1,4,4,2,0,D
1960-12-10,1960,Gillingham,Exeter City,4-2,4,2,4,4,6,2,H
1960-12-10,1960,Millwall,Southport,3-1,3,1,4,4,4,2,H
1960-12-10,1960,Northampton Town,Mansfield Town,1-0,1,0,4,4,1,1,H
1960-12-10,1960,Oldham Athletic,Carlisle United,5-2,5,2,4,4,7,3,H
1960-12-10,1960,Workington,Wrexham,3-1,3,1,4,4,4,2,H
1960-12-10,1960,York City,Crystal Palace,0-2,0,2,4,4,2,-2,A
1960-12-17,1960,Accrington Stanley,Crystal Palace,2-3,2,3,4,4,5,-1,A
1960-12-17,1960,Barrow,Crewe Alexandra,3-4,3,4,4,4,7,-1,A
1960-12-17,1960,Bradford Park Avenue,Workington,4-0,4,0,4,4,4,4,H
1960-12-17,1960,Carlisle United,Exeter City,2-2,2,2,4,4,4,0,D
1960-12-17,1960,Doncaster Rovers,Darlington,4-0,4,0,4,4,4,4,H
1960-12-17,1960,Gillingham,Chester,3-0,3,0,4,4,3,3,H
1960-12-17,1960,Hartlepool United,Southport,1-5,1,5,4,4,6,-4,A
1960-12-17,1960,Mansfield Town,Aldershot,2-0,2,0,4,4,2,2,H
1960-12-17,1960,Millwall,York City,3-2,3,2,4,4,5,1,H
1960-12-17,1960,Northampton Town,Oldham Athletic,1-0,1,0,4,4,1,1,H
1960-12-17,1960,Wrexham,Peterborough United,0-1,0,1,4,4,1,-1,A
1960-12-24,1960,Accrington Stanley,Bradford Park Avenue,1-2,1,2,4,4,3,-1,A
1960-12-24,1960,Peterborough United,Darlington,5-1,5,1,4,4,6,4,H
1960-12-26,1960,Chester,Oldham Athletic,3-1,3,1,4,4,4,2,H
1960-12-26,1960,Crewe Alexandra,Aldershot,2-1,2,1,4,4,3,1,H
1960-12-26,1960,Darlington,Peterborough United,2-2,2,2,4,4,4,0,D
1960-12-26,1960,Doncaster Rovers,Stockport County,3-1,3,1,4,4,4,2,H
1960-12-26,1960,Exeter City,Crystal Palace,2-3,2,3,4,4,5,-1,A
1960-12-26,1960,Mansfield Town,Hartlepool United,2-1,2,1,4,4,3,1,H
1960-12-26,1960,Millwall,Gillingham,1-2,1,2,4,4,3,-1,A
1960-12-26,1960,Rochdale,Wrexham,2-1,2,1,4,4,3,1,H
1960-12-26,1960,Southport,Barrow,4-1,4,1,4,4,5,3,H
1960-12-26,1960,Workington,Carlisle United,2-1,2,1,4,4,3,1,H
1960-12-26,1960,York City,Northampton Town,0-1,0,1,4,4,1,-1,A
1960-12-27,1960,Aldershot,Crewe Alexandra,5-0,5,0,4,4,5,5,H
1960-12-27,1960,Barrow,Southport,0-1,0,1,4,4,1,-1,A
1960-12-27,1960,Carlisle United,Workington,2-4,2,4,4,4,6,-2,A
1960-12-27,1960,Crystal Palace,Exeter City,0-0,0,0,4,4,0,0,D
1960-12-27,1960,Gillingham,Millwall,1-2,1,2,4,4,3,-1,A
1960-12-27,1960,Hartlepool United,Mansfield Town,3-2,3,2,4,4,5,1,H
1960-12-27,1960,Northampton Town,York City,3-0,3,0,4,4,3,3,H
1960-12-27,1960,Oldham Athletic,Chester,4-1,4,1,4,4,5,3,H
1960-12-27,1960,Stockport County,Doncaster Rovers,1-0,1,0,4,4,1,1,H
1960-12-27,1960,Wrexham,Rochdale,2-0,2,0,4,4,2,2,H
1960-12-31,1960,Aldershot,Northampton Town,2-2,2,2,4,4,4,0,D
1960-12-31,1960,Chester,Barrow,0-0,0,0,4,4,0,0,D
1960-12-31,1960,Crewe Alexandra,Millwall,2-2,2,2,4,4,4,0,D
1960-12-31,1960,Crystal Palace,Doncaster Rovers,5-1,5,1,4,4,6,4,H
1960-12-31,1960,Darlington,Hartlepool United,4-0,4,0,4,4,4,4,H
1960-12-31,1960,Exeter City,Rochdale,1-0,1,0,4,4,1,1,H
1960-12-31,1960,Oldham Athletic,Bradford Park Avenue,4-0,4,0,4,4,4,4,H
1960-12-31,1960,Peterborough United,Carlisle United,5-0,5,0,4,4,5,5,H
1960-12-31,1960,Southport,Wrexham,2-2,2,2,4,4,4,0,D
1960-12-31,1960,Stockport County,Mansfield Town,1-0,1,0,4,4,1,1,H
1960-12-31,1960,Workington,Gillingham,2-0,2,0,4,4,2,2,H
1960-12-31,1960,York City,Accrington Stanley,1-0,1,0,4,4,1,1,H
1961-01-02,1960,Carlisle United,Gillingham,1-3,1,3,4,4,4,-2,A
1961-01-02,1960,Hartlepool United,York City,1-3,1,3,4,4,4,-2,A
1961-01-07,1960,Barrow,Mansfield Town,1-1,1,1,4,4,2,0,D
1961-01-07,1960,Bradford Park Avenue,Rochdale,2-1,2,1,4,4,3,1,H
1961-01-07,1960,Chester,Crystal Palace,3-0,3,0,4,4,3,3,H
1961-01-07,1960,Millwall,Exeter City,2-2,2,2,4,4,4,0,D
1961-01-07,1960,Oldham Athletic,Hartlepool United,2-1,2,1,4,4,3,1,H
1961-01-07,1960,Workington,Doncaster Rovers,1-3,1,3,4,4,4,-2,A
1961-01-14,1960,Accrington Stanley,Crewe Alexandra,1-3,1,3,4,4,4,-2,A
1961-01-14,1960,Barrow,Workington,0-4,0,4,4,4,4,-4,A
1961-01-14,1960,Bradford Park Avenue,Aldershot,1-0,1,0,4,4,1,1,H
1961-01-14,1960,Carlisle United,Southport,1-0,1,0,4,4,1,1,H
1961-01-14,1960,Doncaster Rovers,York City,0-2,0,2,4,4,2,-2,A
1961-01-14,1960,Gillingham,Oldham Athletic,2-3,2,3,4,4,5,-1,A
1961-01-14,1960,Hartlepool United,Crystal Palace,2-4,2,4,4,4,6,-2,A
1961-01-14,1960,Mansfield Town,Exeter City,2-3,2,3,4,4,5,-1,A
1961-01-14,1960,Millwall,Chester,5-1,5,1,4,4,6,4,H
1961-01-21,1960,Aldershot,Gillingham,0-1,0,1,4,4,1,-1,A
1961-01-21,1960,Chester,Accrington Stanley,2-3,2,3,4,4,5,-1,A
1961-01-21,1960,Crewe Alexandra,York City,1-5,1,5,4,4,6,-4,A
1961-01-21,1960,Crystal Palace,Wrexham,3-2,3,2,4,4,5,1,H
1961-01-21,1960,Darlington,Carlisle United,0-0,0,0,4,4,0,0,D
1961-01-21,1960,Doncaster Rovers,Hartlepool United,5-3,5,3,4,4,8,2,H
1961-01-21,1960,Exeter City,Stockport County,2-1,2,1,4,4,3,1,H
1961-01-21,1960,Northampton Town,Bradford Park Avenue,0-1,0,1,4,4,1,-1,A
1961-01-21,1960,Oldham Athletic,Barrow,3-1,3,1,4,4,4,2,H
1961-01-21,1960,Peterborough United,Mansfield Town,2-1,2,1,4,4,3,1,H
1961-01-21,1960,Southport,Rochdale,0-1,0,1,4,4,1,-1,A
1961-01-21,1960,Workington,Millwall,2-2,2,2,4,4,4,0,D
1961-01-28,1960,Carlisle United,Barrow,1-0,1,0,4,4,1,1,H
1961-01-28,1960,Crystal Palace,Chester,5-1,5,1,4,4,6,4,H
1961-01-28,1960,Darlington,Oldham Athletic,0-1,0,1,4,4,1,-1,A
1961-01-28,1960,Doncaster Rovers,Northampton Town,0-2,0,2,4,4,2,-2,A
1961-01-28,1960,Hartlepool United,Bradford Park Avenue,2-4,2,4,4,4,6,-2,A
1961-01-28,1960,Rochdale,Millwall,4-0,4,0,4,4,4,4,H
1961-01-28,1960,Southport,Workington,3-0,3,0,4,4,3,3,H
1961-02-04,1960,Accrington Stanley,Workington,1-2,1,2,4,4,3,-1,A
1961-02-04,1960,Barrow,Aldershot,2-0,2,0,4,4,2,2,H
1961-02-04,1960,Carlisle United,Crystal Palace,2-0,2,0,4,4,2,2,H
1961-02-04,1960,Exeter City,Bradford Park Avenue,4-2,4,2,4,4,6,2,H
1961-02-04,1960,Hartlepool United,Crewe Alexandra,1-2,1,2,4,4,3,-1,A
1961-02-04,1960,Mansfield Town,Southport,1-2,1,2,4,4,3,-1,A
1961-02-04,1960,Millwall,Oldham Athletic,0-1,0,1,4,4,1,-1,A
1961-02-04,1960,Rochdale,Darlington,1-0,1,0,4,4,1,1,H
1961-02-04,1960,Stockport County,Peterborough United,0-6,0,6,4,4,6,-6,A
1961-02-04,1960,Wrexham,Doncaster Rovers,2-2,2,2,4,4,4,0,D
1961-02-04,1960,York City,Chester,2-0,2,0,4,4,2,2,H
1961-02-10,1960,Workington,York City,2-0,2,0,4,4,2,2,H
1961-02-11,1960,Aldershot,Millwall,0-2,0,2,4,4,2,-2,A
1961-02-11,1960,Bradford Park Avenue,Gillingham,0-0,0,0,4,4,0,0,D
1961-02-11,1960,Chester,Crewe Alexandra,0-0,0,0,4,4,0,0,D
1961-02-11,1960,Crystal Palace,Rochdale,4-1,4,1,4,4,5,3,H
1961-02-11,1960,Darlington,Mansfield Town,3-2,3,2,4,4,5,1,H
1961-02-11,1960,Doncaster Rovers,Carlisle United,1-0,1,0,4,4,1,1,H
1961-02-11,1960,Hartlepool United,Wrexham,0-0,0,0,4,4,0,0,D
1961-02-11,1960,Northampton Town,Barrow,3-0,3,0,4,4,3,3,H
1961-02-11,1960,Oldham Athletic,Accrington Stanley,5-2,5,2,4,4,7,3,H
1961-02-11,1960,Peterborough United,Exeter City,7-1,7,1,4,4,8,6,H
1961-02-11,1960,Southport,Stockport County,1-0,1,0,4,4,1,1,H
1961-02-18,1960,Accrington Stanley,Aldershot,1-0,1,0,4,4,1,1,H
1961-02-18,1960,Carlisle United,Hartlepool United,2-2,2,2,4,4,4,0,D
1961-02-18,1960,Crewe Alexandra,Workington,1-2,1,2,4,4,3,-1,A
1961-02-18,1960,Exeter City,Southport,2-1,2,1,4,4,3,1,H
1961-02-18,1960,Mansfield Town,Crystal Palace,1-2,1,2,4,4,3,-1,A
1961-02-18,1960,Millwall,Northampton Town,3-1,3,1,4,4,4,2,H
1961-02-18,1960,Peterborough United,Gillingham,2-0,2,0,4,4,2,2,H
1961-02-18,1960,Rochdale,Doncaster Rovers,2-1,2,1,4,4,3,1,H
1961-02-18,1960,Stockport County,Darlington,2-1,2,1,4,4,3,1,H
1961-02-18,1960,Wrexham,Chester,1-2,1,2,4,4,3,-1,A
1961-02-18,1960,York City,Oldham Athletic,1-0,1,0,4,4,1,1,H
1961-02-24,1960,Workington,Mansfield Town,1-3,1,3,4,4,4,-2,A
1961-02-25,1960,Accrington Stanley,Hartlepool United,3-0,3,0,4,4,3,3,H
1961-02-25,1960,Aldershot,Exeter City,3-1,3,1,4,4,4,2,H
1961-02-25,1960,Barrow,Crystal Palace,0-3,0,3,4,4,3,-3,A
1961-02-25,1960,Bradford Park Avenue,Southport,1-0,1,0,4,4,1,1,H
1961-02-25,1960,Chester,Rochdale,3-1,3,1,4,4,4,2,H
1961-02-25,1960,Crewe Alexandra,Carlisle United,3-0,3,0,4,4,3,3,H
1961-02-25,1960,Gillingham,Darlington,0-1,0,1,4,4,1,-1,A
1961-02-25,1960,Millwall,Doncaster Rovers,0-1,0,1,4,4,1,-1,A
1961-02-25,1960,Northampton Town,Peterborough United,0-3,0,3,4,4,3,-3,A
1961-02-25,1960,Oldham Athletic,Stockport County,3-0,3,0,4,4,3,3,H
1961-02-25,1960,York City,Wrexham,2-1,2,1,4,4,3,1,H
1961-03-04,1960,Carlisle United,York City,1-1,1,1,4,4,2,0,D
1961-03-04,1960,Crystal Palace,Gillingham,2-0,2,0,4,4,2,2,H
1961-03-04,1960,Darlington,Bradford Park Avenue,0-0,0,0,4,4,0,0,D
1961-03-04,1960,Doncaster Rovers,Barrow,3-0,3,0,4,4,3,3,H
1961-03-04,1960,Exeter City,Oldham Athletic,3-0,3,0,4,4,3,3,H
1961-03-04,1960,Hartlepool United,Millwall,2-2,2,2,4,4,4,0,D
1961-03-04,1960,Mansfield Town,Chester,3-1,3,1,4,4,4,2,H
1961-03-04,1960,Peterborough United,Aldershot,7-1,7,1,4,4,8,6,H
1961-03-04,1960,Rochdale,Crewe Alexandra,3-0,3,0,4,4,3,3,H
1961-03-04,1960,Southport,Northampton Town,2-0,2,0,4,4,2,2,H
1961-03-04,1960,Stockport County,Workington,1-0,1,0,4,4,1,1,H
1961-03-04,1960,Wrexham,Accrington Stanley,3-0,3,0,4,4,3,3,H
1961-03-06,1960,Stockport County,Gillingham,2-0,2,0,4,4,2,2,H
1961-03-08,1960,Chester,Northampton Town,0-2,0,2,4,4,2,-2,A
1961-03-08,1960,Wrexham,Gillingham,0-0,0,0,4,4,0,0,D
1961-03-11,1960,Accrington Stanley,Carlisle United,1-0,1,0,4,4,1,1,H
1961-03-11,1960,Aldershot,Southport,1-0,1,0,4,4,1,1,H
1961-03-11,1960,Barrow,Hartlepool United,2-1,2,1,4,4,3,1,H
1961-03-11,1960,Bradford Park Avenue,Crystal Palace,3-1,3,1,4,4,4,2,H
1961-03-11,1960,Chester,Stockport County,0-0,0,0,4,4,0,0,D
1961-03-11,1960,Crewe Alexandra,Mansfield Town,1-2,1,2,4,4,3,-1,A
1961-03-11,1960,Gillingham,Doncaster Rovers,2-0,2,0,4,4,2,2,H
1961-03-11,1960,Millwall,Wrexham,2-0,2,0,4,4,2,2,H
1961-03-11,1960,Northampton Town,Darlington,1-1,1,1,4,4,2,0,D
1961-03-11,1960,Oldham Athletic,Peterborough United,1-1,1,1,4,4,2,0,D
1961-03-11,1960,Workington,Exeter City,3-1,3,1,4,4,4,2,H
1961-03-11,1960,York City,Rochdale,2-0,2,0,4,4,2,2,H
1961-03-13,1960,Peterborough United,Chester,6-0,6,0,4,4,6,6,H
1961-03-13,1960,Stockport County,York City,2-0,2,0,4,4,2,2,H
1961-03-15,1960,Wrexham,Darlington,3-1,3,1,4,4,4,2,H
1961-03-16,1960,Exeter City,Crewe Alexandra,0-1,0,1,4,4,1,-1,A
1961-03-18,1960,Carlisle United,Millwall,1-2,1,2,4,4,3,-1,A
1961-03-18,1960,Crystal Palace,Northampton Town,2-3,2,3,4,4,5,-1,A
1961-03-18,1960,Darlington,Aldershot,2-2,2,2,4,4,4,0,D
1961-03-18,1960,Doncaster Rovers,Bradford Park Avenue,2-0,2,0,4,4,2,2,H
1961-03-18,1960,Exeter City,Chester,4-1,4,1,4,4,5,3,H
1961-03-18,1960,Hartlepool United,Gillingham,1-0,1,0,4,4,1,1,H
1961-03-18,1960,Mansfield Town,York City,1-3,1,3,4,4,4,-2,A
1961-03-18,1960,Peterborough United,Workington,2-1,2,1,4,4,3,1,H
1961-03-18,1960,Rochdale,Accrington Stanley,3-2,3,2,4,4,5,1,H
1961-03-18,1960,Southport,Oldham Athletic,2-0,2,0,4,4,2,2,H
1961-03-18,1960,Stockport County,Crewe Alexandra,0-1,0,1,4,4,1,-1,A
1961-03-18,1960,Wrexham,Barrow,1-0,1,0,4,4,1,1,H
1961-03-20,1960,York City,Southport,2-0,2,0,4,4,2,2,H
1961-03-21,1960,Northampton Town,Carlisle United,0-0,0,0,4,4,0,0,D
1961-03-22,1960,Mansfield Town,Accrington Stanley,0-0,0,0,4,4,0,0,D
1961-03-25,1960,Accrington Stanley,Mansfield Town,1-4,1,4,4,4,5,-3,A
1961-03-25,1960,Aldershot,Crystal Palace,2-1,2,1,4,4,3,1,H
1961-03-25,1960,Barrow,Carlisle United,0-2,0,2,4,4,2,-2,A
1961-03-25,1960,Bradford Park Avenue,Hartlepool United,1-3,1,3,4,4,4,-2,A
1961-03-25,1960,Chester,Peterborough United,1-2,1,2,4,4,3,-1,A
1961-03-25,1960,Crewe Alexandra,Exeter City,2-0,2,0,4,4,2,2,H
1961-03-25,1960,Gillingham,Wrexham,0-3,0,3,4,4,3,-3,A
1961-03-25,1960,Millwall,Rochdale,4-1,4,1,4,4,5,3,H
1961-03-25,1960,Northampton Town,Doncaster Rovers,3-0,3,0,4,4,3,3,H
1961-03-25,1960,Oldham Athletic,Darlington,3-3,3,3,4,4,6,0,D
1961-03-25,1960,Workington,Southport,3-1,3,1,4,4,4,2,H
