Date,Season,home,visitor,FT,hgoal,vgoal,division,tier,totgoal,goaldif,result
1958-08-30,1958,Aldershot,Barrow,0-1,0,1,4,4,1,-1,A
1958-08-30,1958,Crewe Alexandra,Chester,2-4,2,4,4,4,6,-2,A
1958-08-30,1958,Darlington,Exeter City,1-1,1,1,4,4,2,0,D
1958-08-30,1958,Gateshead,Oldham Athletic,2-1,2,1,4,4,3,1,H
1958-08-30,1958,Millwall,Carlisle United,1-0,1,0,4,4,1,1,H
1958-08-30,1958,Northampton Town,Crystal Palace,3-0,3,0,4,4,3,3,H
1958-08-30,1958,Shrewsbury Town,Coventry City,4-1,4,1,4,4,5,3,H
1958-08-30,1958,Southport,Hartlepool United,1-1,1,1,4,4,2,0,D
1958-08-30,1958,Torquay United,Watford,2-3,2,3,4,4,5,-1,A
1958-08-30,1958,Walsall,Gillingham,1-2,1,2,4,4,3,-1,A
1958-08-30,1958,Workington,Port Vale,2-2,2,2,4,4,4,0,D
1958-08-30,1958,York City,Bradford Park Avenue,4-0,4,0,4,4,4,4,H
1958-09-01,1958,Barrow,Exeter City,1-0,1,0,4,4,1,1,H
1958-09-01,1958,Bradford Park Avenue,Hartlepool United,4-1,4,1,4,4,5,3,H
1958-09-01,1958,Coventry City,Oldham Athletic,1-0,1,0,4,4,1,1,H
1958-09-01,1958,Crewe Alexandra,Northampton Town,1-2,1,2,4,4,3,-1,A
1958-09-01,1958,Gillingham,Carlisle United,1-1,1,1,4,4,2,0,D
1958-09-01,1958,Millwall,Walsall,1-3,1,3,4,4,4,-2,A
1958-09-01,1958,Port Vale,Watford,1-3,1,3,4,4,4,-2,A
1958-09-01,1958,Shrewsbury Town,Gateshead,1-1,1,1,4,4,2,0,D
1958-09-02,1958,Southport,York City,1-0,1,0,4,4,1,1,H
1958-09-03,1958,Chester,Crystal Palace,3-2,3,2,4,4,5,1,H
1958-09-04,1958,Aldershot,Darlington,1-4,1,4,4,4,5,-3,A
1958-09-04,1958,Torquay United,Workington,4-1,4,1,4,4,5,3,H
1958-09-06,1958,Barrow,Millwall,3-1,3,1,4,4,4,2,H
1958-09-06,1958,Carlisle United,Walsall,1-1,1,1,4,4,2,0,D
1958-09-06,1958,Chester,Northampton Town,2-3,2,3,4,4,5,-1,A
1958-09-06,1958,Coventry City,Southport,1-0,1,0,4,4,1,1,H
1958-09-06,1958,Crystal Palace,Workington,1-1,1,1,4,4,2,0,D
1958-09-06,1958,Exeter City,Shrewsbury Town,1-0,1,0,4,4,1,1,H
1958-09-06,1958,Gateshead,Bradford Park Avenue,1-4,1,4,4,4,5,-3,A
1958-09-06,1958,Gillingham,Darlington,0-0,0,0,4,4,0,0,D
1958-09-06,1958,Hartlepool United,Torquay United,2-4,2,4,4,4,6,-2,A
1958-09-06,1958,Oldham Athletic,Aldershot,0-1,0,1,4,4,1,-1,A
1958-09-06,1958,Port Vale,York City,2-2,2,2,4,4,4,0,D
1958-09-06,1958,Watford,Crewe Alexandra,0-1,0,1,4,4,1,-1,A
1958-09-08,1958,Gateshead,Coventry City,1-1,1,1,4,4,2,0,D
1958-09-08,1958,Hartlepool United,Port Vale,1-5,1,5,4,4,6,-4,A
1958-09-08,1958,Millwall,Darlington,1-2,1,2,4,4,3,-1,A
1958-09-08,1958,Shrewsbury Town,Aldershot,3-1,3,1,4,4,4,2,H
1958-09-08,1958,York City,Torquay United,1-0,1,0,4,4,1,1,H
1958-09-09,1958,Carlisle United,Northampton Town,2-1,2,1,4,4,3,1,H
1958-09-09,1958,Southport,Bradford Park Avenue,1-0,1,0,4,4,1,1,H
1958-09-09,1958,Watford,Crystal Palace,2-2,2,2,4,4,4,0,D
1958-09-10,1958,Exeter City,Oldham Athletic,3-2,3,2,4,4,5,1,H
1958-09-10,1958,Gillingham,Barrow,4-2,4,2,4,4,6,2,H
1958-09-10,1958,Workington,Crewe Alexandra,1-0,1,0,4,4,1,1,H
1958-09-11,1958,Walsall,Chester,2-2,2,2,4,4,4,0,D
1958-09-13,1958,Aldershot,Gateshead,8-1,8,1,4,4,9,7,H
1958-09-13,1958,Bradford Park Avenue,Port Vale,0-2,0,2,4,4,2,-2,A
1958-09-13,1958,Coventry City,Exeter City,2-0,2,0,4,4,2,2,H
1958-09-13,1958,Crewe Alexandra,Hartlepool United,0-2,0,2,4,4,2,-2,A
1958-09-13,1958,Darlington,Carlisle United,0-1,0,1,4,4,1,-1,A
1958-09-13,1958,Millwall,Oldham Athletic,4-2,4,2,4,4,6,2,H
1958-09-13,1958,Northampton Town,Watford,2-1,2,1,4,4,3,1,H
1958-09-13,1958,Shrewsbury Town,Gillingham,3-2,3,2,4,4,5,1,H
1958-09-13,1958,Torquay United,Southport,1-0,1,0,4,4,1,1,H
1958-09-13,1958,Walsall,Barrow,3-1,3,1,4,4,4,2,H
1958-09-13,1958,Workington,Chester,1-0,1,0,4,4,1,1,H
1958-09-13,1958,York City,Crystal Palace,1-1,1,1,4,4,2,0,D
1958-09-15,1958,Barrow,Gillingham,2-2,2,2,4,4,4,0,D
1958-09-15,1958,Bradford Park Avenue,Southport,3-0,3,0,4,4,3,3,H
1958-09-15,1958,Coventry City,Gateshead,4-1,4,1,4,4,5,3,H
1958-09-15,1958,Oldham Athletic,Exeter City,2-1,2,1,4,4,3,1,H
1958-09-15,1958,Port Vale,Hartlepool United,1-1,1,1,4,4,2,0,D
1958-09-17,1958,Aldershot,Shrewsbury Town,0-0,0,0,4,4,0,0,D
1958-09-17,1958,Chester,Walsall,2-0,2,0,4,4,2,2,H
1958-09-17,1958,Crystal Palace,Watford,3-0,3,0,4,4,3,3,H
1958-09-17,1958,Torquay United,York City,1-1,1,1,4,4,2,0,D
1958-09-18,1958,Crewe Alexandra,Workington,2-0,2,0,4,4,2,2,H
1958-09-18,1958,Darlington,Millwall,0-2,0,2,4,4,2,-2,A
1958-09-20,1958,Aldershot,Port Vale,0-4,0,4,4,4,4,-4,A
1958-09-20,1958,Barrow,Darlington,2-1,2,1,4,4,3,1,H
1958-09-20,1958,Carlisle United,Shrewsbury Town,0-0,0,0,4,4,0,0,D
1958-09-20,1958,Chester,York City,2-2,2,2,4,4,4,0,D
1958-09-20,1958,Crystal Palace,Bradford Park Avenue,2-0,2,0,4,4,2,2,H
1958-09-20,1958,Exeter City,Torquay United,2-2,2,2,4,4,4,0,D
1958-09-20,1958,Gateshead,Millwall,1-2,1,2,4,4,3,-1,A
1958-09-20,1958,Gillingham,Coventry City,2-0,2,0,4,4,2,2,H
1958-09-20,1958,Hartlepool United,Northampton Town,3-0,3,0,4,4,3,3,H
1958-09-20,1958,Oldham Athletic,Walsall,1-4,1,4,4,4,5,-3,A
1958-09-20,1958,Southport,Crewe Alexandra,3-0,3,0,4,4,3,3,H
1958-09-20,1958,Watford,Workington,3-0,3,0,4,4,3,3,H
1958-09-22,1958,Coventry City,Aldershot,7-1,7,1,4,4,8,6,H
1958-09-22,1958,Hartlepool United,Crystal Palace,4-1,4,1,4,4,5,3,H
1958-09-22,1958,Millwall,Shrewsbury Town,0-0,0,0,4,4,0,0,D
1958-09-22,1958,Oldham Athletic,Gillingham,3-1,3,1,4,4,4,2,H
1958-09-22,1958,Torquay United,Bradford Park Avenue,2-1,2,1,4,4,3,1,H
1958-09-22,1958,York City,Crewe Alexandra,4-0,4,0,4,4,4,4,H
1958-09-23,1958,Carlisle United,Barrow,1-0,1,0,4,4,1,1,H
1958-09-23,1958,Southport,Port Vale,2-2,2,2,4,4,4,0,D
1958-09-25,1958,Northampton Town,Workington,1-1,1,1,4,4,2,0,D
1958-09-25,1958,Walsall,Darlington,0-0,0,0,4,4,0,0,D
1958-09-27,1958,Bradford Park Avenue,Chester,3-0,3,0,4,4,3,3,H
1958-09-27,1958,Coventry City,Carlisle United,1-2,1,2,4,4,3,-1,A
1958-09-27,1958,Crewe Alexandra,Torquay United,1-1,1,1,4,4,2,0,D
1958-09-27,1958,Darlington,Oldham Athletic,1-1,1,1,4,4,2,0,D
1958-09-27,1958,Exeter City,Gillingham,3-0,3,0,4,4,3,3,H
1958-09-27,1958,Millwall,Aldershot,4-0,4,0,4,4,4,4,H
1958-09-27,1958,Northampton Town,Southport,3-1,3,1,4,4,4,2,H
1958-09-27,1958,Port Vale,Crystal Palace,2-3,2,3,4,4,5,-1,A
1958-09-27,1958,Shrewsbury Town,Barrow,1-2,1,2,4,4,3,-1,A
1958-09-27,1958,Walsall,Gateshead,0-1,0,1,4,4,1,-1,A
1958-09-27,1958,Workington,Hartlepool United,3-0,3,0,4,4,3,3,H
1958-09-27,1958,York City,Watford,0-0,0,0,4,4,0,0,D
1958-09-29,1958,Barrow,Carlisle United,1-3,1,3,4,4,4,-2,A
1958-09-29,1958,Bradford Park Avenue,Torquay United,3-1,3,1,4,4,4,2,H
1958-09-29,1958,Port Vale,Southport,4-1,4,1,4,4,5,3,H
1958-09-29,1958,Shrewsbury Town,Millwall,1-2,1,2,4,4,3,-1,A
1958-10-01,1958,Aldershot,Coventry City,0-4,0,4,4,4,4,-4,A
1958-10-01,1958,Chester,Watford,2-1,2,1,4,4,3,1,H
1958-10-01,1958,Crewe Alexandra,York City,2-4,2,4,4,4,6,-2,A
1958-10-01,1958,Crystal Palace,Hartlepool United,1-2,1,2,4,4,3,-1,A
1958-10-01,1958,Darlington,Walsall,2-3,2,3,4,4,5,-1,A
1958-10-01,1958,Gillingham,Oldham Athletic,3-2,3,2,4,4,5,1,H
1958-10-01,1958,Workington,Northampton Town,3-3,3,3,4,4,6,0,D
1958-10-04,1958,Aldershot,Walsall,0-5,0,5,4,4,5,-5,A
1958-10-04,1958,Barrow,Coventry City,0-3,0,3,4,4,3,-3,A
1958-10-04,1958,Carlisle United,Exeter City,1-2,1,2,4,4,3,-1,A
1958-10-04,1958,Chester,Port Vale,1-2,1,2,4,4,3,-1,A
1958-10-04,1958,Gateshead,Darlington,1-3,1,3,4,4,4,-2,A
1958-10-04,1958,Gillingham,Crewe Alexandra,3-0,3,0,4,4,3,3,H
1958-10-04,1958,Hartlepool United,York City,1-5,1,5,4,4,6,-4,A
1958-10-04,1958,Millwall,Crystal Palace,2-1,2,1,4,4,3,1,H
1958-10-04,1958,Oldham Athletic,Shrewsbury Town,3-1,3,1,4,4,4,2,H
1958-10-04,1958,Southport,Workington,3-0,3,0,4,4,3,3,H
1958-10-04,1958,Torquay United,Northampton Town,4-2,4,2,4,4,6,2,H
1958-10-04,1958,Watford,Bradford Park Avenue,2-1,2,1,4,4,3,1,H
1958-10-06,1958,Coventry City,Millwall,1-0,1,0,4,4,1,1,H
1958-10-06,1958,Port Vale,Torquay United,3-1,3,1,4,4,4,2,H
1958-10-08,1958,Chester,Hartlepool United,1-1,1,1,4,4,2,0,D
1958-10-08,1958,Crewe Alexandra,Bradford Park Avenue,4-1,4,1,4,4,5,3,H
1958-10-08,1958,Crystal Palace,Southport,1-0,1,0,4,4,1,1,H
1958-10-08,1958,Darlington,Watford,1-1,1,1,4,4,2,0,D
1958-10-08,1958,Exeter City,Aldershot,2-0,2,0,4,4,2,2,H
1958-10-08,1958,Gillingham,Gateshead,3-0,3,0,4,4,3,3,H
1958-10-08,1958,Workington,Barrow,2-2,2,2,4,4,4,0,D
1958-10-09,1958,Northampton Town,York City,1-2,1,2,4,4,3,-1,A
1958-10-09,1958,Walsall,Shrewsbury Town,2-3,2,3,4,4,5,-1,A
1958-10-11,1958,Bradford Park Avenue,Barrow,0-2,0,2,4,4,2,-2,A
1958-10-11,1958,Chester,Aldershot,2-2,2,2,4,4,4,0,D
1958-10-11,1958,Crewe Alexandra,Coventry City,1-1,1,1,4,4,2,0,D
1958-10-11,1958,Crystal Palace,Gateshead,3-1,3,1,4,4,4,2,H
1958-10-11,1958,Hartlepool United,Walsall,1-1,1,1,4,4,2,0,D
1958-10-11,1958,Northampton Town,Exeter City,1-1,1,1,4,4,2,0,D
1958-10-11,1958,Port Vale,Oldham Athletic,0-0,0,0,4,4,0,0,D
1958-10-11,1958,Southport,Darlington,2-0,2,0,4,4,2,2,H
1958-10-11,1958,Torquay United,Shrewsbury Town,1-4,1,4,4,4,5,-3,A
1958-10-11,1958,Watford,Millwall,1-1,1,1,4,4,2,0,D
1958-10-11,1958,Workington,Gillingham,0-1,0,1,4,4,1,-1,A
1958-10-11,1958,York City,Carlisle United,1-1,1,1,4,4,2,0,D
1958-10-14,1958,Watford,Chester,4-2,4,2,4,4,6,2,H
1958-10-18,1958,Aldershot,Watford,0-0,0,0,4,4,0,0,D
1958-10-18,1958,Barrow,Port Vale,1-2,1,2,4,4,3,-1,A
1958-10-18,1958,Carlisle United,Bradford Park Avenue,1-1,1,1,4,4,2,0,D
1958-10-18,1958,Coventry City,Northampton Town,2-0,2,0,4,4,2,2,H
1958-10-18,1958,Darlington,Torquay United,3-2,3,2,4,4,5,1,H
1958-10-18,1958,Exeter City,Workington,1-0,1,0,4,4,1,1,H
1958-10-18,1958,Gateshead,Chester,0-1,0,1,4,4,1,-1,A
1958-10-18,1958,Gillingham,York City,2-2,2,2,4,4,4,0,D
1958-10-18,1958,Millwall,Hartlepool United,3-2,3,2,4,4,5,1,H
1958-10-18,1958,Oldham Athletic,Crystal Palace,3-0,3,0,4,4,3,3,H
1958-10-18,1958,Shrewsbury Town,Crewe Alexandra,2-2,2,2,4,4,4,0,D
1958-10-18,1958,Walsall,Southport,5-1,5,1,4,4,6,4,H
1958-10-25,1958,Bradford Park Avenue,Gillingham,2-0,2,0,4,4,2,2,H
1958-10-25,1958,Chester,Oldham Athletic,5-2,5,2,4,4,7,3,H
1958-10-25,1958,Crewe Alexandra,Darlington,2-1,2,1,4,4,3,1,H
1958-10-25,1958,Crystal Palace,Barrow,2-2,2,2,4,4,4,0,D
1958-10-25,1958,Hartlepool United,Aldershot,0-3,0,3,4,4,3,-3,A
1958-10-25,1958,Northampton Town,Shrewsbury Town,3-3,3,3,4,4,6,0,D
1958-10-25,1958,Port Vale,Carlisle United,1-1,1,1,4,4,2,0,D
1958-10-25,1958,Southport,Millwall,2-1,2,1,4,4,3,1,H
1958-10-25,1958,Torquay United,Walsall,1-2,1,2,4,4,3,-1,A
1958-10-25,1958,Watford,Gateshead,5-1,5,1,4,4,6,4,H
1958-10-25,1958,Workington,Coventry City,2-2,2,2,4,4,4,0,D
1958-10-25,1958,York City,Exeter City,0-2,0,2,4,4,2,-2,A
1958-10-27,1958,Gateshead,Exeter City,1-2,1,2,4,4,3,-1,A
1958-10-31,1958,Walsall,Crewe Alexandra,6-0,6,0,4,4,6,6,H
1958-11-01,1958,Aldershot,Southport,3-2,3,2,4,4,5,1,H
1958-11-01,1958,Barrow,Chester,1-2,1,2,4,4,3,-1,A
1958-11-01,1958,Carlisle United,Crystal Palace,3-3,3,3,4,4,6,0,D
1958-11-01,1958,Coventry City,York City,2-0,2,0,4,4,2,2,H
1958-11-01,1958,Darlington,Northampton Town,2-2,2,2,4,4,4,0,D
1958-11-01,1958,Exeter City,Bradford Park Avenue,4-0,4,0,4,4,4,4,H
1958-11-01,1958,Gateshead,Hartlepool United,3-0,3,0,4,4,3,3,H
1958-11-01,1958,Gillingham,Port Vale,0-2,0,2,4,4,2,-2,A
1958-11-01,1958,Millwall,Torquay United,2-0,2,0,4,4,2,2,H
1958-11-01,1958,Oldham Athletic,Watford,3-5,3,5,4,4,8,-2,A
1958-11-01,1958,Shrewsbury Town,Workington,1-1,1,1,4,4,2,0,D
1958-11-08,1958,Bradford Park Avenue,Coventry City,2-0,2,0,4,4,2,2,H
1958-11-08,1958,Chester,Carlisle United,2-1,2,1,4,4,3,1,H
1958-11-08,1958,Crewe Alexandra,Millwall,4-1,4,1,4,4,5,3,H
1958-11-08,1958,Crystal Palace,Gillingham,4-1,4,1,4,4,5,3,H
1958-11-08,1958,Hartlepool United,Oldham Athletic,4-0,4,0,4,4,4,4,H
1958-11-08,1958,Northampton Town,Walsall,3-2,3,2,4,4,5,1,H
1958-11-08,1958,Port Vale,Exeter City,5-3,5,3,4,4,8,2,H
1958-11-08,1958,Southport,Gateshead,2-2,2,2,4,4,4,0,D
1958-11-08,1958,Torquay United,Aldershot,1-1,1,1,4,4,2,0,D
1958-11-08,1958,Watford,Barrow,1-1,1,1,4,4,2,0,D
1958-11-08,1958,Workington,Darlington,3-3,3,3,4,4,6,0,D
1958-11-08,1958,York City,Shrewsbury Town,2-0,2,0,4,4,2,2,H
1958-11-22,1958,Bradford Park Avenue,Darlington,1-2,1,2,4,4,3,-1,A
1958-11-22,1958,Chester,Exeter City,4-2,4,2,4,4,6,2,H
1958-11-22,1958,Crewe Alexandra,Gateshead,0-0,0,0,4,4,0,0,D
1958-11-22,1958,Crystal Palace,Coventry City,1-1,1,1,4,4,2,0,D
1958-11-22,1958,Hartlepool United,Carlisle United,1-2,1,2,4,4,3,-1,A
1958-11-22,1958,Northampton Town,Aldershot,1-0,1,0,4,4,1,1,H
1958-11-22,1958,Port Vale,Shrewsbury Town,2-0,2,0,4,4,2,2,H
1958-11-22,1958,Southport,Barrow,0-0,0,0,4,4,0,0,D
1958-11-22,1958,Torquay United,Oldham Athletic,2-1,2,1,4,4,3,1,H
1958-11-22,1958,Watford,Gillingham,2-2,2,2,4,4,4,0,D
1958-11-22,1958,Workington,Millwall,1-1,1,1,4,4,2,0,D
1958-11-22,1958,York City,Walsall,3-2,3,2,4,4,5,1,H
1958-11-29,1958,Aldershot,Workington,2-0,2,0,4,4,2,2,H
1958-11-29,1958,Barrow,Torquay United,2-2,2,2,4,4,4,0,D
1958-11-29,1958,Carlisle United,Southport,5-0,5,0,4,4,5,5,H
1958-11-29,1958,Coventry City,Chester,5-1,5,1,4,4,6,4,H
1958-11-29,1958,Darlington,Port Vale,2-0,2,0,4,4,2,2,H
1958-11-29,1958,Exeter City,Watford,3-0,3,0,4,4,3,3,H
1958-11-29,1958,Gateshead,Northampton Town,4-1,4,1,4,4,5,3,H
1958-11-29,1958,Gillingham,Hartlepool United,4-1,4,1,4,4,5,3,H
1958-11-29,1958,Millwall,York City,5-2,5,2,4,4,7,3,H
1958-11-29,1958,Oldham Athletic,Crewe Alexandra,2-1,2,1,4,4,3,1,H
1958-11-29,1958,Shrewsbury Town,Crystal Palace,2-1,2,1,4,4,3,1,H
1958-11-29,1958,Walsall,Bradford Park Avenue,3-2,3,2,4,4,5,1,H
1958-12-05,1958,Workington,Gateshead,4-2,4,2,4,4,6,2,H
1958-12-13,1958,Aldershot,Bradford Park Avenue,3-3,3,3,4,4,6,0,D
1958-12-13,1958,Barrow,Northampton Town,2-2,2,2,4,4,4,0,D
1958-12-13,1958,Carlisle United,Crewe Alexandra,2-0,2,0,4,4,2,2,H
1958-12-13,1958,Coventry City,Hartlepool United,4-1,4,1,4,4,5,3,H
1958-12-13,1958,Darlington,Chester,0-0,0,0,4,4,0,0,D
1958-12-13,1958,Exeter City,Southport,3-2,3,2,4,4,5,1,H
1958-12-13,1958,Gateshead,York City,1-0,1,0,4,4,1,1,H
1958-12-13,1958,Millwall,Port Vale,4-2,4,2,4,4,6,2,H
1958-12-13,1958,Oldham Athletic,Workington,1-0,1,0,4,4,1,1,H
1958-12-13,1958,Shrewsbury Town,Watford,4-2,4,2,4,4,6,2,H
1958-12-13,1958,Walsall,Crystal Palace,0-2,0,2,4,4,2,-2,A
1958-12-20,1958,Aldershot,Carlisle United,4-0,4,0,4,4,4,4,H
1958-12-20,1958,Crewe Alexandra,Crystal Palace,4-1,4,1,4,4,5,3,H
1958-12-20,1958,Darlington,Coventry City,1-4,1,4,4,4,5,-3,A
1958-12-20,1958,Gateshead,Barrow,4-0,4,0,4,4,4,4,H
1958-12-20,1958,Millwall,Gillingham,2-0,2,0,4,4,2,2,H
1958-12-20,1958,Northampton Town,Port Vale,2-4,2,4,4,4,6,-2,A
1958-12-20,1958,Shrewsbury Town,Hartlepool United,3-0,3,0,4,4,3,3,H
1958-12-20,1958,Southport,Watford,0-3,0,3,4,4,3,-3,A
1958-12-20,1958,Torquay United,Chester,4-0,4,0,4,4,4,4,H
1958-12-20,1958,Workington,Bradford Park Avenue,2-1,2,1,4,4,3,1,H
1958-12-20,1958,York City,Oldham Athletic,3-1,3,1,4,4,4,2,H
1958-12-25,1958,Millwall,Chester,0-1,0,1,4,4,1,-1,A
1958-12-25,1958,Southport,Shrewsbury Town,0-1,0,1,4,4,1,-1,A
1958-12-26,1958,Aldershot,Crystal Palace,1-2,1,2,4,4,3,-1,A
1958-12-26,1958,Bradford Park Avenue,Oldham Athletic,2-1,2,1,4,4,3,1,H
1958-12-26,1958,Carlisle United,Workington,3-2,3,2,4,4,5,1,H
1958-12-26,1958,Coventry City,Torquay United,3-0,3,0,4,4,3,3,H
1958-12-26,1958,Gillingham,Northampton Town,4-1,4,1,4,4,5,3,H
1958-12-26,1958,Hartlepool United,Darlington,1-0,1,0,4,4,1,1,H
1958-12-26,1958,Port Vale,Gateshead,8-0,8,0,4,4,8,8,H
1958-12-26,1958,Shrewsbury Town,Southport,6-2,6,2,4,4,8,4,H
1958-12-26,1958,Walsall,Watford,3-2,3,2,4,4,5,1,H
1958-12-26,1958,York City,Barrow,1-0,1,0,4,4,1,1,H
1958-12-27,1958,Barrow,York City,2-3,2,3,4,4,5,-1,A
1958-12-27,1958,Chester,Millwall,0-0,0,0,4,4,0,0,D
1958-12-27,1958,Crystal Palace,Aldershot,4-1,4,1,4,4,5,3,H
1958-12-27,1958,Darlington,Hartlepool United,3-1,3,1,4,4,4,2,H
1958-12-27,1958,Exeter City,Crewe Alexandra,3-0,3,0,4,4,3,3,H
1958-12-27,1958,Northampton Town,Gillingham,4-2,4,2,4,4,6,2,H
1958-12-27,1958,Oldham Athletic,Bradford Park Avenue,1-0,1,0,4,4,1,1,H
1958-12-27,1958,Torquay United,Coventry City,1-1,1,1,4,4,2,0,D
1958-12-27,1958,Watford,Walsall,1-2,1,2,4,4,3,-1,A
1958-12-27,1958,Workington,Carlisle United,0-1,0,1,4,4,1,-1,A
1959-01-01,1958,Barrow,Workington,2-2,2,2,4,4,4,0,D
1959-01-01,1958,Bradford Park Avenue,Crewe Alexandra,0-2,0,2,4,4,2,-2,A
1959-01-01,1958,Darlington,Shrewsbury Town,2-1,2,1,4,4,3,1,H
1959-01-01,1958,Gateshead,Port Vale,0-4,0,4,4,4,4,-4,A
1959-01-01,1958,Hartlepool United,Chester,1-3,1,3,4,4,4,-2,A
1959-01-01,1958,Southport,Crystal Palace,0-2,0,2,4,4,2,-2,A
1959-01-03,1958,Barrow,Aldershot,3-4,3,4,4,4,7,-1,A
1959-01-03,1958,Bradford Park Avenue,York City,2-1,2,1,4,4,3,1,H
1959-01-03,1958,Carlisle United,Millwall,0-2,0,2,4,4,2,-2,A
1959-01-03,1958,Coventry City,Shrewsbury Town,3-2,3,2,4,4,5,1,H
1959-01-03,1958,Crystal Palace,Northampton Town,1-1,1,1,4,4,2,0,D
1959-01-03,1958,Exeter City,Darlington,2-2,2,2,4,4,4,0,D
1959-01-03,1958,Gillingham,Walsall,4-2,4,2,4,4,6,2,H
1959-01-03,1958,Hartlepool United,Southport,1-1,1,1,4,4,2,0,D
1959-01-03,1958,Oldham Athletic,Gateshead,3-0,3,0,4,4,3,3,H
1959-01-03,1958,Watford,Torquay United,1-2,1,2,4,4,3,-1,A
1959-01-10,1958,Aldershot,Crewe Alexandra,0-0,0,0,4,4,0,0,D
1959-01-10,1958,Millwall,Northampton Town,3-0,3,0,4,4,3,3,H
1959-01-10,1958,Shrewsbury Town,Bradford Park Avenue,0-1,0,1,4,4,1,-1,A
1959-01-17,1958,Aldershot,Oldham Athletic,1-3,1,3,4,4,4,-2,A
1959-01-17,1958,Bradford Park Avenue,Gateshead,4-1,4,1,4,4,5,3,H
1959-01-17,1958,Crewe Alexandra,Watford,1-3,1,3,4,4,4,-2,A
1959-01-17,1958,Gillingham,Chester,3-3,3,3,4,4,6,0,D
1959-01-17,1958,Millwall,Barrow,3-0,3,0,4,4,3,3,H
1959-01-17,1958,Torquay United,Hartlepool United,1-3,1,3,4,4,4,-2,A
1959-01-23,1958,Port Vale,Walsall,2-1,2,1,4,4,3,1,H
1959-01-24,1958,Bradford Park Avenue,Millwall,4-1,4,1,4,4,5,3,H
1959-01-24,1958,Chester,Shrewsbury Town,3-5,3,5,4,4,8,-2,A
1959-01-24,1958,Crewe Alexandra,Barrow,5-0,5,0,4,4,5,5,H
1959-01-24,1958,Crystal Palace,Darlington,4-1,4,1,4,4,5,3,H
1959-01-24,1958,Hartlepool United,Exeter City,3-3,3,3,4,4,6,0,D
1959-01-24,1958,Northampton Town,Oldham Athletic,2-1,2,1,4,4,3,1,H
1959-01-24,1958,Southport,Gillingham,2-1,2,1,4,4,3,1,H
1959-01-24,1958,Watford,Coventry City,1-4,1,4,4,4,5,-3,A
1959-01-24,1958,York City,Aldershot,0-0,0,0,4,4,0,0,D
1959-01-31,1958,Barrow,Walsall,0-0,0,0,4,4,0,0,D
1959-01-31,1958,Chester,Workington,1-2,1,2,4,4,3,-1,A
1959-01-31,1958,Crystal Palace,York City,0-0,0,0,4,4,0,0,D
1959-01-31,1958,Exeter City,Coventry City,2-1,2,1,4,4,3,1,H
1959-01-31,1958,Gateshead,Aldershot,1-0,1,0,4,4,1,1,H
1959-01-31,1958,Gillingham,Shrewsbury Town,2-1,2,1,4,4,3,1,H
1959-01-31,1958,Hartlepool United,Crewe Alexandra,2-1,2,1,4,4,3,1,H
1959-01-31,1958,Oldham Athletic,Millwall,1-3,1,3,4,4,4,-2,A
1959-01-31,1958,Port Vale,Bradford Park Avenue,4-2,4,2,4,4,6,2,H
1959-01-31,1958,Southport,Torquay United,2-2,2,2,4,4,4,0,D
1959-01-31,1958,Watford,Northampton Town,3-1,3,1,4,4,4,2,H
